h3_cell,lat,lon,period,query_timestamp,poi_subway,poi_dining,poi_retail,poi_office,poi_tourism,poi_school,poi_nightlife,poi_total,poi_density_score,tlc_yellow_trips,tlc_hvfhv_trips,tlc_trip_count,tlc_load_score,mta_ridership_total,mta_ridership_avg,mta_load_score,citibike_trip_count,citibike_load_score,avg_temperature_f,precip_mm,avg_wind_kmh,sunrise_hour,sunset_hour,day_length_hr,day_of_week,is_weekend,is_holiday,is_school_break,week_of_year,day_of_year,years_since_2020,is_post_covid,event_intensity_score,month_sin,month_cos,period_sin,period_cos
892a1008977ffff,40.77433026064589,-73.96313027063135,MD,2026-06-30T12:19:21.907338,0,7,19,2,5,2,0,35,15.62,16.00701754385965,58.28070175438596,74.2877192982456,9.31,0.0,0.0,0.0,166,7.29,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a100897bffff,40.77679984588887,-73.96965010609853,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,3.6157894736842096,14.473684210526311,18.089473684210525,2.27,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008983ffff,40.78524189681172,-73.9507022139589,MD,2026-06-30T12:19:21.907338,1,14,21,2,0,4,0,42,18.75,3.450877192982456,52.11754385964912,55.56842105263157,6.97,2543.0,94.1851851851852,6.07,137,6.01,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008987ffff,40.78265685896314,-73.94846117452802,MD,2026-06-30T12:19:21.907338,0,17,23,1,0,1,0,42,18.75,4.780701754385965,88.43859649122805,93.219298245614,11.69,0.0,0.0,0.0,114,4.99,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a100898bffff,40.78512753385969,-73.95498131956943,MD,2026-06-30T12:19:21.907338,0,4,15,2,0,4,0,25,11.16,3.450877192982456,52.11754385964912,55.56842105263157,6.97,0.0,0.0,0.0,109,4.77,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a100898fffff,40.78254257823406,-73.95274004242538,MD,2026-06-30T12:19:21.907338,0,24,42,0,0,1,0,67,29.91,4.780701754385965,88.43859649122805,93.219298245614,11.69,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008993ffff,40.78794126621234,-73.94866415438945,MD,2026-06-30T12:19:21.907338,0,13,17,0,0,0,0,30,13.39,3.450877192982456,52.11754385964912,55.56842105263157,6.97,0.0,0.0,0.0,56,2.43,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008997ffff,40.785356101476545,-73.94642310192611,MD,2026-06-30T12:19:21.907338,1,3,5,1,0,0,0,10,4.46,3.450877192982456,52.11754385964912,55.56842105263157,6.97,2390.0,91.92307692307692,5.7,232,10.2,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a100899bffff,40.787826979323974,-73.95294350417443,MD,2026-06-30T12:19:21.907338,0,17,14,0,0,2,0,33,14.73,3.450877192982456,52.11754385964912,55.56842105263157,6.97,0.0,0.0,0.0,184,8.08,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089a3ffff,40.77737280100291,-73.94825824039015,MD,2026-06-30T12:19:21.907338,0,12,27,0,0,3,0,42,18.75,1.329824561403509,36.321052631578944,37.65087719298245,4.72,0.0,0.0,0.0,113,4.95,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089a7ffff,40.774787979442024,-73.94601771542852,MD,2026-06-30T12:19:21.907338,0,3,3,0,0,1,0,7,3.12,1.329824561403509,36.321052631578944,37.65087719298245,4.72,0.0,0.0,0.0,167,7.33,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089abffff,40.77725852643167,-73.9525366265083,MD,2026-06-30T12:19:21.907338,1,43,48,3,0,0,0,95,42.41,9.582456140350876,60.23157894736842,69.81403508771929,8.75,2847.0,113.88,6.81,249,10.95,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089afffff,40.774673787052976,-73.95029586389916,MD,2026-06-30T12:19:21.907338,0,15,23,2,0,1,0,41,18.3,9.582456140350876,60.23157894736842,69.81403508771929,8.75,0.0,0.0,0.0,132,5.79,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089b3ffff,40.78007186580059,-73.94622038584649,MD,2026-06-30T12:19:21.907338,0,14,18,1,1,1,0,35,15.62,1.329824561403509,36.321052631578944,37.65087719298245,4.72,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089b7ffff,40.777486917346344,-73.94397984787912,MD,2026-06-30T12:19:21.907338,0,1,2,0,0,0,0,3,1.34,1.329824561403509,36.321052631578944,37.65087719298245,4.72,0.0,0.0,0.0,111,4.86,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089bbffff,40.77995766727436,-73.95049901604402,MD,2026-06-30T12:19:21.907338,0,30,31,0,0,0,0,61,27.23,4.780701754385965,88.43859649122805,93.219298245614,11.69,0.0,0.0,0.0,363,15.99,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089c3ffff,40.78759793062822,-73.96150218435268,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,22.69122807017544,111.96491228070175,134.6561403508772,16.88,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089c7ffff,40.78501301262147,-73.95926041870996,MD,2026-06-30T12:19:21.907338,0,1,0,0,2,2,0,5,2.23,3.450877192982456,52.11754385964912,55.56842105263157,6.97,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089cbffff,40.78748316882284,-73.96578151465052,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,19.240350877192984,59.84736842105263,79.08771929824562,9.92,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089cfffff,40.784898333098056,-73.96353951133278,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,22.69122807017544,111.96491228070175,134.6561403508772,16.88,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089d3ffff,40.790297579019466,-73.95946462628658,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,22.69122807017544,111.96491228070175,134.6561403508772,16.88,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089d7ffff,40.787712534128936,-73.95722284751143,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,3.450877192982456,52.11754385964912,55.56842105263157,6.97,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a10089dbffff,40.79018289323618,-73.9637442008419,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,19.240350877192984,59.84736842105263,79.08771929824562,9.92,0.0,0.0,0.0,219,9.63,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b03ffff,40.77892275953245,-73.98900639326243,MD,2026-06-30T12:19:21.907338,0,1,1,0,0,0,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,13.83,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b07ffff,40.77633863378197,-73.98676347958751,MD,2026-06-30T12:19:21.907338,0,0,3,0,0,0,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b0fffff,40.77622293520602,-73.99104180602372,MD,2026-06-30T12:19:21.907338,0,1,1,1,0,0,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b13ffff,40.78162263488372,-73.98697074960296,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,41.06491228070175,49.44912280701754,90.5140350877193,11.35,0.0,0.0,0.0,241,10.6,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b17ffff,40.77903838224767,-73.98472782254923,MD,2026-06-30T12:19:21.907338,0,9,26,0,0,3,0,38,16.96,41.06491228070175,49.44912280701754,90.5140350877193,11.35,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b23ffff,40.771054982011556,-73.98655625625547,MD,2026-06-30T12:19:21.907338,0,3,1,7,0,5,0,16,7.14,68.6672514619883,201.04590643274847,269.7131578947368,33.82,0.0,0.0,0.0,328,14.44,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b27ffff,40.76847107223482,-73.98431385752089,MD,2026-06-30T12:19:21.907338,0,24,51,0,2,1,1,79,35.27,87.57953216374268,239.0283625730994,326.60789473684207,40.95,0.0,0.0,0.0,272,11.97,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b2bffff,40.77093928995142,-73.99083410105492,MD,2026-06-30T12:19:21.907338,0,5,9,3,1,1,0,19,8.48,41.57953216374269,90.19327485380116,131.77280701754384,16.52,0.0,0.0,0.0,586,25.84,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b2fffff,40.76835546251129,-73.98859146495666,MD,2026-06-30T12:19:21.907338,0,16,14,0,0,2,0,32,14.29,46.19181286549708,148.46520467836257,194.65701754385964,24.4,0.0,0.0,0.0,233,10.25,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b33ffff,40.773754552561364,-73.98452081672437,MD,2026-06-30T12:19:21.907338,0,6,8,3,3,8,0,28,12.5,64.0549707602339,142.77397660818713,206.82894736842104,25.93,0.0,0.0,0.0,208,9.14,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b37ffff,40.77117051589296,-73.9822784046378,MD,2026-06-30T12:19:21.907338,0,7,13,5,1,2,0,28,12.5,68.6672514619883,201.04590643274847,269.7131578947368,33.82,0.0,0.0,0.0,605,26.68,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b3bffff,40.773638936342735,-73.9887989057447,MD,2026-06-30T12:19:21.907338,0,5,6,0,0,6,0,17,7.59,41.57953216374269,90.19327485380116,131.77280701754384,16.52,0.0,0.0,0.0,247,10.87,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b67ffff,40.77082343971361,-73.99511193898837,MD,2026-06-30T12:19:21.907338,0,1,3,3,0,0,0,7,3.12,35.27777777777778,53.80555555555555,89.08333333333333,11.17,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b77ffff,40.77352316192593,-73.99307698792101,MD,2026-06-30T12:19:21.907338,0,1,1,0,0,0,0,2,0.89,35.27777777777778,53.80555555555555,89.08333333333333,11.17,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b83ffff,40.78443803217255,-73.98065581569266,MD,2026-06-30T12:19:21.907338,1,11,50,0,2,2,0,66,29.46,41.14616228070175,56.940789473684205,98.08695175438596,12.3,1961.0,89.13636363636364,4.67,168,7.38,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b87ffff,40.781853570293386,-73.97841311281007,MD,2026-06-30T12:19:21.907338,0,20,17,1,3,3,0,44,19.64,44.68070175438597,63.92280701754385,108.60350877192982,13.62,0.0,0.0,0.0,299,13.16,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b8bffff,40.78432256123833,-73.98493487501118,MD,2026-06-30T12:19:21.907338,0,1,0,0,0,0,0,1,0.45,41.06491228070175,49.44912280701754,90.5140350877193,11.35,0.0,0.0,0.0,90,3.93,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b8fffff,40.78173818171836,-73.98269193459566,MD,2026-06-30T12:19:21.907338,0,8,25,1,4,0,0,38,16.96,41.06491228070175,49.44912280701754,90.5140350877193,11.35,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b93ffff,40.787137933588745,-73.9786194658061,MD,2026-06-30T12:19:21.907338,0,14,28,1,0,0,0,43,19.2,41.14616228070175,56.940789473684205,98.08695175438596,12.3,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b97ffff,40.78455334482666,-73.97637674961783,MD,2026-06-30T12:19:21.907338,0,43,25,1,1,0,0,70,31.25,44.76195175438597,71.41447368421053,116.17642543859652,14.57,0.0,0.0,0.0,293,12.9,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008b9bffff,40.78702253857483,-73.98289876945287,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,0,0,0,0.0,41.14616228070175,56.940789473684205,98.08695175438596,12.3,0.0,0.0,0.0,167,7.33,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008ba3ffff,40.776569556276854,-73.97820680629646,MD,2026-06-30T12:19:21.907338,0,31,37,0,1,0,0,69,30.8,67.1561403508772,116.50350877192982,183.65964912280705,23.03,1629.0,67.875,3.87,866,38.21,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008ba7ffff,40.77398531039999,-73.97596461834239,MD,2026-06-30T12:19:21.907338,0,1,0,0,0,0,0,1,0.45,26.09122807017544,67.05438596491227,93.1456140350877,11.68,0.0,0.0,0.0,382,16.83,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008babffff,40.77645417413926,-73.9824851463292,MD,2026-06-30T12:19:21.907338,0,14,28,0,0,1,0,43,19.2,63.54035087719298,102.0298245614035,165.5701754385965,20.76,0.0,0.0,0.0,603,26.59,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008bafffff,40.77387001058078,-73.9802427209077,MD,2026-06-30T12:19:21.907338,1,18,18,2,1,2,0,42,18.75,28.77719298245614,88.96842105263158,117.74561403508773,14.76,2094.0,87.25,4.99,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008bb3ffff,40.779269152959664,-73.97617066076994,MD,2026-06-30T12:19:21.907338,0,15,29,0,1,2,0,47,20.98,44.68070175438597,63.92280701754385,108.60350877192982,13.62,0.0,0.0,0.0,295,12.99,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008bb7ffff,40.776684780193726,-73.97392845953702,MD,2026-06-30T12:19:21.907338,1,0,0,0,0,0,0,1,0.45,67.1561403508772,116.50350877192982,183.65964912280705,23.03,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008bbbffff,40.77915384672375,-73.98044924503581,MD,2026-06-30T12:19:21.907338,1,30,51,2,0,0,0,84,37.5,44.68070175438597,63.92280701754385,108.60350877192982,13.62,4545.0,181.8,10.9,364,16.03,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c03ffff,40.81672564793099,-73.96048635474924,MD,2026-06-30T12:19:21.907338,0,5,0,0,0,1,0,6,2.68,73.26315789473684,52.67017543859649,125.93333333333332,15.79,0.0,0.0,0.0,150,6.58,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c07ffff,40.81413974593129,-73.95824325532541,MD,2026-06-30T12:19:21.907338,2,21,13,3,0,2,0,41,18.3,73.26315789473684,52.67017543859649,125.93333333333332,15.79,1059.0,42.36,2.49,158,6.93,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c0fffff,40.81402511121314,-73.9625250031948,MD,2026-06-30T12:19:21.907338,0,0,0,0,1,2,0,3,1.34,73.26315789473684,52.67017543859649,125.93333333333332,15.79,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c13ffff,40.81942623537253,-73.9584474749269,MD,2026-06-30T12:19:21.907338,0,1,2,0,0,1,0,4,1.79,13.942105263157892,21.064912280701755,35.00701754385965,4.39,0.0,0.0,0.0,23,0.97,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c17ffff,40.816840206510214,-73.95620436236364,MD,2026-06-30T12:19:21.907338,0,5,0,1,0,4,0,10,4.46,87.20526315789472,73.73508771929824,160.94035087719294,20.18,0.0,0.0,0.0,157,6.89,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c23ffff,40.808853605442835,-73.95803908175758,MD,2026-06-30T12:19:21.907338,0,3,11,2,0,0,0,16,7.14,187.8947368421053,189.13475877192985,377.0294956140351,47.27,0.0,0.0,0.0,214,9.41,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c27ffff,40.80626791933083,-73.9557964976496,MD,2026-06-30T12:19:21.907338,0,8,4,0,0,1,0,13,5.8,210.59824561403505,230.7645833333333,441.3628289473684,55.34,843.0,32.42307692307692,1.97,163,7.16,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c2bffff,40.80873897697104,-73.96232034720423,MD,2026-06-30T12:19:21.907338,1,10,3,13,0,3,0,30,13.39,110.8298245614035,128.5014254385965,239.33125,30.01,1215.0,50.625,2.87,200,8.79,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c2fffff,40.80615337320434,-73.96007752518602,MD,2026-06-30T12:19:21.907338,0,5,0,0,0,0,0,5,2.23,210.59824561403505,230.7645833333333,441.3628289473684,55.34,0.0,0.0,0.0,207,9.1,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c33ffff,40.81155388842988,-73.95600040702085,MD,2026-06-30T12:19:21.907338,0,5,7,0,0,5,0,17,7.59,150.32807017543857,113.3035087719298,263.6315789473684,33.05,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c37ffff,40.808968075449066,-73.95375780980022,MD,2026-06-30T12:19:21.907338,0,5,6,0,0,1,0,12,5.36,150.32807017543857,113.3035087719298,263.6315789473684,33.05,0.0,0.0,0.0,265,11.66,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c3bffff,40.81143933607772,-73.96028191692756,MD,2026-06-30T12:19:21.907338,0,3,9,0,0,4,0,16,7.14,110.8298245614035,128.5014254385965,239.33125,30.01,0.0,0.0,0.0,99,4.33,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c67ffff,40.808624190034706,-73.96660160609242,MD,2026-06-30T12:19:21.907338,0,0,2,0,0,1,0,3,1.34,37.56666666666667,75.83125,113.39791666666667,14.22,0.0,0.0,0.0,0,0.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c77ffff,40.81132462524054,-73.96456342029781,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,1,0,1,0.45,110.8298245614035,128.5014254385965,239.33125,30.01,0.0,0.0,0.0,127,5.57,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c83ffff,40.82224127975793,-73.95212588222418,MD,2026-06-30T12:19:21.907338,1,8,2,0,0,1,0,12,5.36,13.942105263157892,21.064912280701755,35.00701754385965,4.39,1721.0,66.1923076923077,4.09,69,3.0,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c87ffff,40.8196550416668,-73.94988299461866,MD,2026-06-30T12:19:21.907338,0,0,0,0,0,2,0,2,0.89,46.46491228070175,57.38596491228069,103.85087719298244,13.02,0.0,0.0,0.0,58,2.52,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
892a1008c8bffff,40.82212687351623,-73.95640836369351,MD,2026-06-30T12:19:21.907338,0,1,3,0,0,0,0,4,1.79,13.942105263157892,21.064912280701755,35.00701754385965,4.39,0.0,0.0,0.0,56,2.43,88.325,0.0,14.675,5.466666666666667,20.516666666666666,15.05,1,0,0,0,27,181,6,1,0.0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
