h3_cell,lat,lon,period,query_timestamp,poi_subway,poi_dining,poi_retail,poi_office,poi_tourism,poi_school,poi_nightlife,poi_total,poi_density_score,tlc_yellow_trips,tlc_hvfhv_trips,tlc_trip_count,tlc_load_score,mta_ridership_total,mta_ridership_avg,mta_load_score,citibike_trip_count,citibike_load_score,avg_temperature_f,precip_mm,avg_wind_kmh,sunrise_hour,sunset_hour,day_length_hr,day_of_week,is_weekend,is_holiday,is_school_break,week_of_year,day_of_year,event_intensity_score,month_sin,month_cos,period_sin,period_cos,ensemble_log_pred,pedestrians_pred,crowd_score
892a1008b17ffff,40.77903838224767,-73.98472782254923,PM,2026-06-29T17:08:39.271921,0,9,26,0,0,3,0,38,16.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.69184259666222,5953.1,88.8
892a1008b23ffff,40.77105498201156,-73.98655625625547,PM,2026-06-29T17:08:39.271921,0,3,1,7,0,5,0,16,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355,15.64,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008b27ffff,40.76847107223482,-73.98431385752089,PM,2026-06-29T17:08:39.271921,0,24,51,0,2,1,1,79,35.27,5554.0,24102.0,29656.0,20.33,0.0,0.0,0.0,379,16.7,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.833157537460478,6856.9,90.3
892a1008b2bffff,40.77093928995142,-73.99083410105492,PM,2026-06-29T17:08:39.271921,0,5,9,3,1,1,0,19,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849,37.46,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.453054559762354,4688.4,86.4
892a1008b2fffff,40.76835546251129,-73.98859146495666,PM,2026-06-29T17:08:39.271921,0,16,14,0,0,2,0,32,14.29,27658.0,35252.0,62910.0,43.14,0.0,0.0,0.0,263,11.57,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.64088618690161,5657.3,88.3
892a1008b33ffff,40.77375455256136,-73.98452081672437,PM,2026-06-29T17:08:39.271921,0,6,8,3,3,8,0,28,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,11.09,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.591576881283721,5385.1,87.8
892a1008b37ffff,40.77117051589296,-73.9822784046378,PM,2026-06-29T17:08:39.271921,0,7,13,5,1,2,0,28,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897,39.58,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.724065698011223,6148.1,89.2
892a1008b3bffff,40.773638936342735,-73.9887989057447,PM,2026-06-29T17:08:39.271921,0,5,6,0,0,6,0,17,7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,14.97,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.251121670548487,3830.9,84.3
892a1008b67ffff,40.77082343971361,-73.99511193898837,PM,2026-06-29T17:08:39.271921,0,1,3,3,0,0,0,7,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008b77ffff,40.77352316192593,-73.99307698792101,PM,2026-06-29T17:08:39.271921,0,1,1,0,0,0,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008b83ffff,40.78443803217255,-73.98065581569266,PM,2026-06-29T17:08:39.271921,1,11,50,0,2,2,0,66,29.46,0.0,0.0,0.0,0.0,3491.0,145.45833333333334,8.36,195,8.57,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.659134998769327,5761.5,88.5
892a1008b87ffff,40.781853570293386,-73.97841311281007,PM,2026-06-29T17:08:39.271921,0,20,17,1,3,3,0,44,19.64,29911.0,37446.0,67357.0,46.19,0.0,0.0,0.0,343,15.11,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.536692358027587,5097.5,87.3
892a1008b8bffff,40.78432256123833,-73.98493487501118,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,6.1,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a1008b8fffff,40.78173818171836,-73.98269193459566,PM,2026-06-29T17:08:39.271921,0,8,25,1,4,0,0,38,16.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.764019609140071,6398.8,89.6
892a1008b93ffff,40.787137933588745,-73.9786194658061,PM,2026-06-29T17:08:39.271921,0,14,28,1,0,0,0,43,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.773454540621126,6459.5,89.7
892a1008b97ffff,40.78455334482666,-73.97637674961783,PM,2026-06-29T17:08:39.271921,0,43,25,1,1,0,0,70,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,16.21,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.900042952312745,7331.3,91.0
892a1008b9bffff,40.78702253857483,-73.98289876945287,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,8.66,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008ba3ffff,40.77656955627685,-73.97820680629646,PM,2026-06-29T17:08:39.271921,0,31,37,0,1,0,0,69,30.8,0.0,0.0,0.0,0.0,3395.0,135.8,8.13,1239,54.68,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.96583935140059,7830.0,91.6
892a1008ba7ffff,40.77398531039999,-73.97596461834239,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613,27.03,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a1008babffff,40.77645417413926,-73.9824851463292,PM,2026-06-29T17:08:39.271921,0,14,28,0,0,1,0,43,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754,33.26,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.74122963363426,6254.6,89.4
892a1008bafffff,40.77387001058078,-73.9802427209077,PM,2026-06-29T17:08:39.271921,1,18,18,2,1,2,0,42,18.75,0.0,0.0,0.0,0.0,5762.0,213.40740740740745,13.84,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.555905838250798,5196.4,87.5
892a1008bb3ffff,40.779269152959664,-73.97617066076994,PM,2026-06-29T17:08:39.271921,0,15,29,0,1,2,0,47,20.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,16.3,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.497512387424335,4901.6,86.9
892a1008bb7ffff,40.776684780193726,-73.97392845953702,PM,2026-06-29T17:08:39.271921,1,0,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008bbbffff,40.77915384672375,-73.98044924503581,PM,2026-06-29T17:08:39.271921,1,30,51,2,0,0,0,84,37.5,0.0,0.0,0.0,0.0,8231.0,283.82758620689657,19.8,457,20.14,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.941344637816757,7640.5,91.4
892a1008c03ffff,40.81672564793099,-73.96048635474924,PM,2026-06-29T17:08:39.271921,0,5,0,0,0,1,0,6,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,10.91,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.993753145382045,2961.4,81.7
892a1008c07ffff,40.81413974593129,-73.95824325532541,PM,2026-06-29T17:08:39.271921,2,21,13,3,0,2,0,41,18.3,0.0,0.0,0.0,0.0,1969.0,70.32142857142857,4.69,282,12.41,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.576482680637794,5304.4,87.7
892a1008c0fffff,40.81402511121314,-73.9625250031948,PM,2026-06-29T17:08:39.271921,0,0,0,0,1,2,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.584787703723659,1967.0,77.5
892a1008c13ffff,40.81942623537253,-73.9584474749269,PM,2026-06-29T17:08:39.271921,0,1,2,0,0,1,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1.99,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008c17ffff,40.81684020651021,-73.95620436236364,PM,2026-06-29T17:08:39.271921,0,5,0,1,0,4,0,10,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,8.75,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.031385964539531,3075.0,82.1
892a1008c23ffff,40.80885360544284,-73.95803908175758,PM,2026-06-29T17:08:39.271921,0,3,11,2,0,0,0,16,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,14.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.985406428689541,2936.8,81.6
892a1008c27ffff,40.80626791933083,-73.9557964976496,PM,2026-06-29T17:08:39.271921,0,8,4,0,0,1,0,13,5.8,0.0,0.0,0.0,0.0,1288.0,53.66666666666666,3.04,266,11.7,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.25600331880928,3849.7,84.4
892a1008c2bffff,40.80873897697104,-73.96232034720423,PM,2026-06-29T17:08:39.271921,1,10,3,13,0,3,0,30,13.39,0.0,0.0,0.0,0.0,3476.0,133.69230769230768,8.32,265,11.66,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.65219054348045,5721.7,88.4
892a1008c2fffff,40.80615337320434,-73.96007752518602,PM,2026-06-29T17:08:39.271921,0,5,0,0,0,0,0,5,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,13.83,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.993753145382045,2961.4,81.7
892a1008c33ffff,40.81155388842988,-73.95600040702085,PM,2026-06-29T17:08:39.271921,0,5,7,0,0,5,0,17,7.59,50572.0,37124.0,87696.0,60.13,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.251121670548487,3830.9,84.3
892a1008c37ffff,40.808968075449066,-73.95375780980022,PM,2026-06-29T17:08:39.271921,0,5,6,0,0,1,0,12,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,17.05,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.213488851391002,3689.4,84.0
892a1008c3bffff,40.81143933607772,-73.96028191692756,PM,2026-06-29T17:08:39.271921,0,3,9,0,0,4,0,16,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,5.74,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.985406428689541,2936.8,81.6
892a1008c67ffff,40.80862419003471,-73.96660160609242,PM,2026-06-29T17:08:39.271921,0,0,2,0,0,1,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008c77ffff,40.81132462524054,-73.96456342029781,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,1,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192,8.44,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008c83ffff,40.82224127975793,-73.95212588222418,PM,2026-06-29T17:08:39.271921,1,8,2,0,0,1,0,12,5.36,0.0,0.0,0.0,0.0,2215.0,76.37931034482759,5.28,103,4.51,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.25600331880928,3849.7,84.4
892a1008c87ffff,40.8196550416668,-73.94988299461866,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,2,0,2,0.89,7873.0,12148.0,20021.0,13.73,0.0,0.0,0.0,49,2.12,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008c8bffff,40.82212687351623,-73.95640836369351,PM,2026-06-29T17:08:39.271921,0,1,3,0,0,0,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,2.65,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008c8fffff,40.81954071779295,-73.95416523800796,PM,2026-06-29T17:08:39.271921,0,2,2,0,0,0,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,2.65,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008c93ffff,40.82494189238363,-73.95008629497808,PM,2026-06-29T17:08:39.271921,1,5,6,0,1,0,0,13,5.8,0.0,0.0,0.0,0.0,1567.0,58.03703703703704,3.72,49,2.12,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.371627818642445,4321.7,85.6
892a1008c97ffff,40.82235552743258,-73.94784339430656,PM,2026-06-29T17:08:39.271921,0,3,3,0,2,2,0,10,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,2.3,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.101646439561685,3298.9,82.8
892a1008c9bffff,40.82482756234053,-73.95436902101487,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,1,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.66,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008ca3ffff,40.81436853984995,-73.94967974009114,PM,2026-06-29T17:08:39.271921,0,2,3,0,0,1,0,6,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008ca7ffff,40.81178251767498,-73.94743736778926,PM,2026-06-29T17:08:39.271921,0,3,7,1,0,0,0,11,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,6.18,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008cabffff,40.81425422214389,-73.95396150094159,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,1,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,2.92,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a1008cafffff,40.81166828229594,-73.95171889062547,PM,2026-06-29T17:08:39.271921,2,5,10,1,0,1,0,19,8.48,0.0,0.0,0.0,0.0,6668.0,229.93103448275863,16.03,270,11.88,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.2553878077703,3847.3,84.4
892a1008cb3ffff,40.81706884808951,-73.94764035816301,PM,2026-06-29T17:08:39.271921,1,4,3,1,0,3,0,12,5.36,0.0,0.0,0.0,0.0,1397.0,48.172413793103445,3.31,138,6.05,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008cb7ffff,40.814482699048455,-73.9453979728219,PM,2026-06-29T17:08:39.271921,0,6,1,0,0,1,0,8,3.57,19883.0,22489.0,42372.0,29.05,0.0,0.0,0.0,68,2.96,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.213488851391002,3689.4,84.0
892a1008cbbffff,40.81695460656339,-73.95192236348562,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,1,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,3.14,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a1008cd7ffff,40.82471307371088,-73.95865174057754,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008d03ffff,40.79862526917925,-73.94478993105159,PM,2026-06-29T17:08:39.271921,0,0,7,0,0,0,1,8,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,2.43,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008d07ffff,40.7960396791369,-73.9425485887215,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,1,0,2,0.89,0.0,0.0,0.0,0.0,2463.0,82.1,5.88,172,7.55,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a1008d0bffff,40.79851112835567,-73.94907025134482,PM,2026-06-29T17:08:39.271921,0,1,3,0,0,4,0,8,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196,8.61,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008d0fffff,40.79592562055874,-73.94682867113205,PM,2026-06-29T17:08:39.271921,0,1,12,0,0,0,0,13,5.8,27415.0,27037.0,54452.0,37.34,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.962215441230673,2869.4,81.4
892a1008d13ffff,40.80132496853502,-73.94275095971432,PM,2026-06-29T17:08:39.271921,0,3,0,0,0,4,0,7,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,9.1,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.723771766301286,2260.5,79.0
892a1008d17ffff,40.79873925161426,-73.94050960439843,PM,2026-06-29T17:08:39.271921,1,17,16,1,0,1,0,36,16.07,0.0,0.0,0.0,0.0,3279.0,99.36363636363636,7.85,204,8.97,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.707924622000307,6049.7,89.0
892a1008d1bffff,40.80121090385399,-73.94703152428924,PM,2026-06-29T17:08:39.271921,0,4,7,0,0,1,0,12,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008d23ffff,40.79075473889112,-73.94234626332813,PM,2026-06-29T17:08:39.271921,1,7,19,0,0,1,0,28,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.665140785253183,5796.3,88.6
892a1008d27ffff,40.78816936506508,-73.94010543566644,PM,2026-06-29T17:08:39.271921,0,2,5,0,0,1,0,8,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,3.75,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008d2bffff,40.79064068641442,-73.94662586368284,PM,2026-06-29T17:08:39.271921,1,27,43,1,0,0,0,72,32.14,0.0,0.0,0.0,0.0,3804.0,126.8,9.11,225,9.89,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.936686480944747,7605.0,91.4
892a1008d2fffff,40.78805539479304,-73.9443847982042,PM,2026-06-29T17:08:39.271921,0,3,11,0,0,2,0,16,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,4.37,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.985406428689541,2936.8,81.6
892a1008d33ffff,40.79345413374928,-73.94030749726367,PM,2026-06-29T17:08:39.271921,0,14,13,0,0,3,0,30,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.64440545576394,5677.3,88.4
892a1008d37ffff,40.79086863303869,-73.9380666566429,PM,2026-06-29T17:08:39.271921,0,3,7,0,0,0,0,10,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,6.85,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a1008d3bffff,40.793340157396464,-73.94458734180492,PM,2026-06-29T17:08:39.271921,1,14,31,1,0,0,0,47,20.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,3.05,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.773454540621126,6459.5,89.7
892a1008d43ffff,40.8009822992687,-73.95559263423436,PM,2026-06-29T17:08:39.271921,0,5,6,0,0,1,0,12,5.36,14740.0,26620.0,41360.0,28.36,0.0,0.0,0.0,692,30.52,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.253016636131616,3838.2,84.4
892a1008d47ffff,40.7983968291445,-73.9533505652304,PM,2026-06-29T17:08:39.271921,1,3,4,0,0,0,0,8,3.57,0.0,0.0,0.0,0.0,1732.0,66.61538461538461,4.11,350,15.42,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
