h3_cell,lat,lon,period,query_timestamp,poi_subway,poi_dining,poi_retail,poi_office,poi_tourism,poi_school,poi_nightlife,poi_total,poi_density_score,tlc_yellow_trips,tlc_hvfhv_trips,tlc_trip_count,tlc_load_score,mta_ridership_total,mta_ridership_avg,mta_load_score,citibike_trip_count,citibike_load_score,avg_temperature_f,precip_mm,avg_wind_kmh,sunrise_hour,sunset_hour,day_length_hr,day_of_week,is_weekend,is_holiday,is_school_break,week_of_year,day_of_year,event_intensity_score,month_sin,month_cos,period_sin,period_cos,ensemble_log_pred,pedestrians_pred,crowd_score
892a100883bffff,40.79253788922125,-73.97454607294559,PM,2026-06-29T17:08:39.271921,0,16,34,1,0,0,0,51,22.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,9.85,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.78312508108426,6522.2,89.8
892a1008867ffff,40.78972256687171,-73.98086243289394,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008877ffff,40.79242264610749,-73.97882586530018,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,2,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,7.51,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008883ffff,40.803338411084496,-73.96639651391814,PM,2026-06-29T17:08:39.271921,1,29,23,0,0,3,0,56,25.0,0.0,0.0,0.0,0.0,2766.0,106.3846153846154,6.61,295,12.99,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.613467286961319,5504.3,88.0
892a1008887ffff,40.80075306105909,-73.96415371825476,PM,2026-06-29T17:08:39.271921,0,36,30,1,0,1,0,68,30.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.895563593381276,7298.5,90.9
892a100888bffff,40.80322347200951,-73.97067728389345,PM,2026-06-29T17:08:39.271921,0,1,0,0,1,1,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.858719804182859,2587.2,80.3
892a100888fffff,40.80063820434767,-73.96843425042374,PM,2026-06-29T17:08:39.271921,1,16,32,1,0,0,0,50,22.32,0.0,0.0,0.0,0.0,2300.0,76.66666666666667,5.49,366,16.12,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.78312508108426,6522.2,89.8
892a1008893ffff,40.80603866863279,-73.9643585461897,PM,2026-06-29T17:08:39.271921,0,24,23,0,0,0,0,47,20.98,23088.0,41740.0,64828.0,44.45,0.0,0.0,0.0,251,11.04,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.773454540621126,6459.5,89.7
892a1008897ffff,40.80345319173592,-73.96211573734033,PM,2026-06-29T17:08:39.271921,0,8,2,0,0,1,0,11,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,9.05,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.25600331880928,3849.7,84.4
892a100889bffff,40.80592380561719,-73.9686395606129,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,1,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a10088a3ffff,40.795467802575054,-73.96394893647737,PM,2026-06-29T17:08:39.271921,0,5,10,0,0,0,0,15,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,19.17,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.2553878077703,3847.3,84.4
892a10088a7ffff,40.79288266850895,-73.96170665593014,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a10088abffff,40.79535295216634,-73.96822898650066,PM,2026-06-29T17:08:39.271921,0,5,9,2,0,1,0,17,7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.2553878077703,3847.3,84.4
892a10088afffff,40.792767900422994,-73.9659864682128,PM,2026-06-29T17:08:39.271921,1,3,11,0,0,1,0,16,7.14,0.0,0.0,0.0,0.0,2924.0,112.46153846153848,6.99,724,31.93,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.988911373926249,2947.1,81.7
892a10088b3ffff,40.79816775556336,-73.9619111735875,PM,2026-06-29T17:08:39.271921,0,15,38,3,0,0,0,56,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,14.62,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.896970714558897,7308.8,90.9
892a10088b7ffff,40.79558249461965,-73.95966887988108,PM,2026-06-29T17:08:39.271921,1,0,0,0,1,0,0,2,0.89,0.0,0.0,0.0,0.0,953.0,47.65,2.23,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.584787703723659,1967.0,77.5
892a10088bbffff,40.7980529811954,-73.96619146796348,PM,2026-06-29T17:08:39.271921,0,9,16,2,0,0,0,27,12.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,5.79,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.648880047793796,5702.8,88.4
892a1008903ffff,40.77972879548113,-73.95905625713573,PM,2026-06-29T17:08:39.271921,0,4,14,1,2,3,0,24,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,9.67,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.313458687906076,4077.4,85.0
892a1008907ffff,40.777144093633645,-73.9568150061859,PM,2026-06-29T17:08:39.271921,0,27,26,0,0,0,0,53,23.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,8.92,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.875687286169965,7154.9,90.7
892a100890bffff,40.77961412221612,-73.96333486793449,PM,2026-06-29T17:08:39.271921,0,6,0,0,1,1,0,8,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.151892112633487,3468.9,83.3
892a100890fffff,40.77702950260984,-73.96109337937528,PM,2026-06-29T17:08:39.271921,0,6,5,1,0,1,0,13,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434,19.13,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.213488851391002,3689.4,84.0
892a1008913ffff,40.78242813923825,-73.95701890387848,PM,2026-06-29T17:08:39.271921,0,4,5,1,1,1,0,12,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,23.37,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.101646439561685,3298.9,82.8
892a1008917ffff,40.77984331050087,-73.95477763982299,PM,2026-06-29T17:08:39.271921,1,25,47,0,1,2,0,76,33.93,0.0,0.0,0.0,0.0,13185.0,439.5,31.75,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.599918449454083,5430.2,87.9
892a100891bffff,40.7823135419767,-73.9612977588396,PM,2026-06-29T17:08:39.271921,0,1,0,0,1,0,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615,27.12,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.858719804182859,2587.2,80.3
892a1008923ffff,40.771860397370624,-73.95661115441823,PM,2026-06-29T17:08:39.271921,0,34,39,0,0,1,0,74,33.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,14.18,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.911928774861812,7419.0,91.1
892a1008927ffff,40.76927591178232,-73.95437041794992,PM,2026-06-29T17:08:39.271921,0,25,32,2,0,1,0,60,26.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,14.58,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.885357826633097,7224.4,90.8
892a100892bffff,40.77174581258311,-73.96088904594423,PM,2026-06-29T17:08:39.271921,0,12,22,1,0,0,0,35,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.665140785253183,5796.3,88.6
892a100892fffff,40.76916140919525,-73.95864807193213,PM,2026-06-29T17:08:39.271921,1,21,22,1,0,1,0,46,20.54,0.0,0.0,0.0,0.0,9107.0,325.25,21.91,589,25.97,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.73003716138354,6185.0,89.2
892a1008933ffff,40.7745594364566,-73.954574005955,PM,2026-06-29T17:08:39.271921,0,26,30,0,0,2,0,58,25.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,11.09,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.577220927012142,5308.3,87.7
892a1008937ffff,40.771974823972286,-73.95233325640773,PM,2026-06-29T17:08:39.271921,0,14,24,1,0,0,0,39,17.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,15.5,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.773454540621126,6459.5,89.7
892a100893bffff,40.77444492765391,-73.95885214154829,PM,2026-06-29T17:08:39.271921,1,22,21,2,0,1,0,47,20.98,8116.0,18879.0,26995.0,18.51,9001.0,321.4642857142857,21.66,241,10.6,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.773454540621126,6459.5,89.7
892a1008943ffff,40.78208387266044,-73.96985544909506,PM,2026-06-29T17:08:39.271921,1,0,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247,10.87,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008947ffff,40.77949929070687,-73.96761347217155,PM,2026-06-29T17:08:39.271921,0,0,1,0,1,0,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.804523409732617,2450.7,79.8
892a100894bffff,40.78196880060775,-73.974134284294,PM,2026-06-29T17:08:39.271921,0,5,16,1,4,1,0,27,12.05,0.0,0.0,0.0,0.0,4966.0,198.64,11.92,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.636066776278293,5630.1,88.3
892a100894fffff,40.779384300954376,-73.97189206979928,PM,2026-06-29T17:08:39.271921,0,1,0,0,0,0,0,1,0.45,3907.0,11974.0,15881.0,10.89,0.0,0.0,0.0,395,17.4,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.700580836931417,2208.6,78.7
892a1008953ffff,40.78478349529043,-73.9678185973902,PM,2026-06-29T17:08:39.271921,1,0,0,0,0,0,0,1,0.45,0.0,0.0,0.0,0.0,3184.0,109.79310344827586,7.62,463,20.41,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008957ffff,40.78219878645044,-73.96557660726104,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a100895bffff,40.78466849919962,-73.97209767683445,PM,2026-06-29T17:08:39.271921,0,22,14,1,0,3,0,40,17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,10.25,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.613467286961319,5504.3,88.0
892a1008963ffff,40.77421543543356,-73.96740839315652,PM,2026-06-29T17:08:39.271921,0,0,1,1,2,0,0,4,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772,34.05,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.808028354969325,2459.3,79.8
892a1008967ffff,40.77163106961075,-73.96516693093803,PM,2026-06-29T17:08:39.271921,0,2,10,2,1,0,0,15,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,12.94,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.143545395940983,3440.1,83.2
892a100896bffff,40.77410045201792,-73.97168650907608,PM,2026-06-29T17:08:39.271921,0,0,0,0,2,0,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.584787703723659,1967.0,77.5
892a100896fffff,40.77151616845454,-73.96944480935197,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008973ffff,40.77691475336125,-73.96537174602872,PM,2026-06-29T17:08:39.271921,0,0,1,1,0,1,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,21.33,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008977ffff,40.77433026064589,-73.96313027063135,PM,2026-06-29T17:08:39.271921,0,7,19,2,5,2,0,35,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,13.38,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.659739712500976,5765.0,88.5
892a100897bffff,40.77679984588887,-73.96965010609853,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008983ffff,40.78524189681172,-73.9507022139589,PM,2026-06-29T17:08:39.271921,1,14,21,2,0,4,0,42,18.75,0.0,0.0,0.0,0.0,5653.0,194.93103448275863,13.58,179,7.86,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.67785069934633,5870.4,88.7
892a1008987ffff,40.78265685896314,-73.94846117452802,PM,2026-06-29T17:08:39.271921,0,17,23,1,0,1,0,42,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,4.33,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.773454540621126,6459.5,89.7
892a100898bffff,40.78512753385969,-73.95498131956943,PM,2026-06-29T17:08:39.271921,0,4,15,2,0,4,0,25,11.16,2038.0,34120.0,36158.0,24.79,0.0,0.0,0.0,146,6.4,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.351812645484339,4236.9,85.4
892a100898fffff,40.78254257823406,-73.95274004242538,PM,2026-06-29T17:08:39.271921,0,24,42,0,0,1,0,67,29.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.834453735395908,6865.8,90.3
892a1008993ffff,40.78794126621234,-73.94866415438945,PM,2026-06-29T17:08:39.271921,0,13,17,0,0,0,0,30,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1.77,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.665140785253183,5796.3,88.6
892a1008997ffff,40.78535610147655,-73.94642310192611,PM,2026-06-29T17:08:39.271921,1,3,5,1,0,0,0,10,4.46,0.0,0.0,0.0,0.0,3807.0,126.9,9.12,254,11.17,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a100899bffff,40.78782697932397,-73.95294350417443,PM,2026-06-29T17:08:39.271921,0,17,14,0,0,2,0,33,14.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,14.36,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.64088618690161,5657.3,88.3
892a10089a3ffff,40.77737280100291,-73.94825824039015,PM,2026-06-29T17:08:39.271921,0,12,27,0,0,3,0,42,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,8.39,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.682968340204592,5900.5,88.8
892a10089a7ffff,40.77478797944202,-73.94601771542852,PM,2026-06-29T17:08:39.271921,0,3,3,0,0,1,0,7,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,9.14,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.943507472310244,2816.2,81.2
892a10089abffff,40.77725852643167,-73.9525366265083,PM,2026-06-29T17:08:39.271921,1,43,48,3,0,0,0,95,42.41,747.0,22194.0,22941.0,15.73,4866.0,173.78571428571428,11.68,400,17.62,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.952161357915049,7723.6,91.5
892a10089afffff,40.774673787052976,-73.95029586389916,PM,2026-06-29T17:08:39.271921,0,15,23,2,0,1,0,41,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,8.13,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.773454540621126,6459.5,89.7
892a10089b3ffff,40.78007186580059,-73.94622038584649,PM,2026-06-29T17:08:39.271921,0,14,18,1,1,1,0,35,15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.669620144184652,5822.3,88.6
892a10089b7ffff,40.77748691734634,-73.94397984787912,PM,2026-06-29T17:08:39.271921,0,1,2,0,0,0,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,4.9,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a10089bbffff,40.77995766727436,-73.95049901604402,PM,2026-06-29T17:08:39.271921,0,30,31,0,0,0,0,61,27.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,17.93,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,8.875687286169965,7154.9,90.7
892a10089c3ffff,40.78759793062822,-73.96150218435268,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a10089c7ffff,40.78501301262147,-73.95926041870996,PM,2026-06-29T17:08:39.271921,0,1,0,0,2,2,0,5,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.858719804182859,2587.2,80.3
892a10089cbffff,40.78748316882284,-73.96578151465052,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a10089cfffff,40.784898333098056,-73.96353951133278,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a10089d3ffff,40.790297579019466,-73.95946462628658,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a10089d7ffff,40.787712534128936,-73.95722284751143,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a10089dbffff,40.79018289323618,-73.9637442008419,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,10.16,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
892a1008b03ffff,40.77892275953245,-73.98900639326243,PM,2026-06-29T17:08:39.271921,0,1,1,0,0,0,0,2,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,19.57,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008b07ffff,40.77633863378197,-73.98676347958751,PM,2026-06-29T17:08:39.271921,0,0,3,0,0,0,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.6463844424811755,2092.1,78.2
892a1008b0fffff,40.77622293520602,-73.99104180602372,PM,2026-06-29T17:08:39.271921,0,1,1,1,0,0,0,3,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.920316542940375,2751.6,81.0
892a1008b13ffff,40.78162263488372,-73.98697074960296,PM,2026-06-29T17:08:39.271921,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,13.43,89.5,0.0,9.225,5.45,20.516666666666666,15.06,0,0,0,0,27,180,0.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.4266487364722185,1679.2,75.9
