h3_cell,lat,lon
892a10089a3ffff,40.77737280100291,-73.94825824039015
892a10089a7ffff,40.774787979442024,-73.94601771542852
892a10089abffff,40.77725852643167,-73.9525366265083
892a10089afffff,40.774673787052976,-73.95029586389916
892a10089b3ffff,40.78007186580059,-73.94622038584649
892a10089b7ffff,40.777486917346344,-73.94397984787912
892a10089bbffff,40.77995766727436,-73.95049901604402
892a10089c3ffff,40.78759793062822,-73.96150218435268
892a10089c7ffff,40.78501301262147,-73.95926041870996
892a10089cbffff,40.78748316882284,-73.96578151465052
892a10089cfffff,40.784898333098056,-73.96353951133278
892a10089d3ffff,40.790297579019466,-73.95946462628658
892a10089d7ffff,40.787712534128936,-73.95722284751143
892a10089dbffff,40.79018289323618,-73.9637442008419
892a1008b03ffff,40.77892275953245,-73.98900639326243
892a1008b07ffff,40.77633863378197,-73.98676347958751
892a1008b0fffff,40.77622293520602,-73.99104180602372
892a1008b13ffff,40.78162263488372,-73.98697074960296
892a1008b17ffff,40.77903838224767,-73.98472782254923
892a1008b23ffff,40.771054982011556,-73.98655625625547
892a1008b27ffff,40.76847107223482,-73.98431385752089
892a1008b2bffff,40.77093928995142,-73.99083410105492
892a1008b2fffff,40.76835546251129,-73.98859146495666
892a1008b33ffff,40.773754552561364,-73.98452081672437
892a1008b37ffff,40.77117051589296,-73.9822784046378
892a1008b3bffff,40.773638936342735,-73.9887989057447
892a1008b67ffff,40.77082343971361,-73.99511193898837
892a1008b77ffff,40.77352316192593,-73.99307698792101
892a1008b83ffff,40.78443803217255,-73.98065581569266
892a1008b87ffff,40.781853570293386,-73.97841311281007
892a1008b8bffff,40.78432256123833,-73.98493487501118
892a1008b8fffff,40.78173818171836,-73.98269193459566
892a1008b93ffff,40.787137933588745,-73.9786194658061
892a1008b97ffff,40.78455334482666,-73.97637674961783
892a1008b9bffff,40.78702253857483,-73.98289876945287
892a1008ba3ffff,40.776569556276854,-73.97820680629646
892a1008ba7ffff,40.77398531039999,-73.97596461834239
892a1008babffff,40.77645417413926,-73.9824851463292
892a1008bafffff,40.77387001058078,-73.9802427209077
892a1008bb3ffff,40.779269152959664,-73.97617066076994
892a1008bb7ffff,40.776684780193726,-73.97392845953702
892a1008bbbffff,40.77915384672375,-73.98044924503581
892a1008c03ffff,40.81672564793099,-73.96048635474924
