h3_cell,period,tlc_yellow_trips,tlc_yellow_avg_fare,tlc_hvfhv_trips,tlc_hvfhv_avg_fare,tlc_trip_count,tlc_load_score,survey_date
892a10088a3ffff,EARLY,9.73157894736842,17.375256895619255,39.60526315789473,33.29218959025471,49.33684210526315,6.19,reference
892a10088a3ffff,EVE,37.04561403508772,18.19874881606365,110.07894736842104,34.90741923659256,147.12456140350875,18.45,reference
892a10088a3ffff,MD,19.240350877192984,18.898670557125925,59.84736842105263,35.16054700554041,79.08771929824562,9.92,reference
892a10088a3ffff,NIGHT,9.210526315789474,21.846649523809525,39.22631578947368,39.41049376090165,48.43684210526315,6.07,reference
892a10088a3ffff,PM,37.19122807017544,18.77970564649276,92.17543859649122,37.36731062047964,129.36666666666665,16.22,reference
892a10088a7ffff,AM,6.873684210526315,18.8920112302195,37.51929824561403,29.82918357804171,44.392982456140345,5.57,reference
892a10088a7ffff,EARLY,9.73157894736842,17.375256895619255,39.60526315789473,33.29218959025471,49.33684210526315,6.19,reference
892a10088a7ffff,EVE,37.04561403508772,18.19874881606365,110.07894736842104,34.90741923659256,147.12456140350875,18.45,reference
892a10088a7ffff,MD,19.240350877192984,18.898670557125925,59.84736842105263,35.16054700554041,79.08771929824562,9.92,reference
892a10088a7ffff,NIGHT,9.210526315789474,21.846649523809525,39.22631578947368,39.41049376090165,48.43684210526315,6.07,reference
892a10088a7ffff,PM,37.19122807017544,18.77970564649276,92.17543859649122,37.36731062047964,129.36666666666665,16.22,reference
892a10088abffff,AM,6.873684210526315,18.8920112302195,37.51929824561403,29.82918357804171,44.392982456140345,5.57,reference
892a10088abffff,EARLY,9.73157894736842,17.375256895619255,39.60526315789473,33.29218959025471,49.33684210526315,6.19,reference
892a10088abffff,EVE,37.04561403508772,18.19874881606365,110.07894736842104,34.90741923659256,147.12456140350875,18.45,reference
892a10088abffff,MD,19.240350877192984,18.898670557125925,59.84736842105263,35.16054700554041,79.08771929824562,9.92,reference
892a10088abffff,NIGHT,9.210526315789474,21.846649523809525,39.22631578947368,39.41049376090165,48.43684210526315,6.07,reference
892a10088abffff,PM,37.19122807017544,18.77970564649276,92.17543859649122,37.36731062047964,129.36666666666665,16.22,reference
892a10088afffff,AM,6.873684210526315,18.8920112302195,37.51929824561403,29.82918357804171,44.392982456140345,5.57,reference
892a10088afffff,EARLY,9.73157894736842,17.375256895619255,39.60526315789473,33.29218959025471,49.33684210526315,6.19,reference
892a10088afffff,EVE,37.04561403508772,18.19874881606365,110.07894736842104,34.90741923659256,147.12456140350875,18.45,reference
892a10088afffff,MD,19.240350877192984,18.898670557125925,59.84736842105263,35.16054700554041,79.08771929824562,9.92,reference
892a10088afffff,NIGHT,9.210526315789474,21.846649523809525,39.22631578947368,39.41049376090165,48.43684210526315,6.07,reference
892a10088afffff,PM,37.19122807017544,18.77970564649276,92.17543859649122,37.36731062047964,129.36666666666665,16.22,reference
892a10088b3ffff,AM,15.010526315789471,16.059239130434783,32.74736842105263,28.87721847208829,47.7578947368421,5.99,reference
892a10088b3ffff,EARLY,13.226315789473684,16.369733386390767,37.92456140350877,30.55191377156867,51.15087719298245,6.41,reference
892a10088b3ffff,EVE,31.78421052631579,15.694375448473808,64.0859649122807,28.08133017602453,95.87017543859648,12.02,reference
892a10088b3ffff,MD,22.703508771929823,17.218391932617262,41.62982456140351,32.610265919339206,64.33333333333333,8.07,reference
892a10088b3ffff,NIGHT,14.191228070175438,16.779524044999384,29.303508771929824,29.27805124827875,43.49473684210526,5.45,reference
892a10088b3ffff,PM,25.859649122807017,17.862919945725917,46.70175438596491,34.20869947407964,72.56140350877193,9.1,reference
892a10088b7ffff,AM,15.010526315789471,16.059239130434783,32.74736842105263,28.87721847208829,47.7578947368421,5.99,reference
892a10088b7ffff,EARLY,13.226315789473684,16.369733386390767,37.92456140350877,30.55191377156867,51.15087719298245,6.41,reference
892a10088b7ffff,EVE,31.78421052631579,15.694375448473808,64.0859649122807,28.08133017602453,95.87017543859648,12.02,reference
892a10088b7ffff,MD,22.703508771929823,17.218391932617262,41.62982456140351,32.610265919339206,64.33333333333333,8.07,reference
892a10088b7ffff,NIGHT,14.191228070175438,16.779524044999384,29.303508771929824,29.27805124827875,43.49473684210526,5.45,reference
892a10088b7ffff,PM,25.859649122807017,17.862919945725917,46.70175438596491,34.20869947407964,72.56140350877193,9.1,reference
