h3_cell,period,citibike_trip_count,citibike_load_score,survey_date
892a100f297ffff,PM,18,0.75,reference
892a100f2a3ffff,AM,26,1.1,reference
892a100f2a3ffff,EARLY,14,0.57,reference
892a100f2a3ffff,EVE,26,1.1,reference
892a100f2a3ffff,MD,26,1.1,reference
892a100f2a3ffff,NIGHT,3,0.09,reference
892a100f2a3ffff,PM,20,0.84,reference
892a100f2a7ffff,AM,36,1.55,reference
892a100f2a7ffff,EARLY,11,0.44,reference
892a100f2a7ffff,EVE,45,1.94,reference
892a100f2a7ffff,MD,54,2.34,reference
892a100f2a7ffff,NIGHT,9,0.35,reference
892a100f2a7ffff,PM,45,1.94,reference
892a100f2abffff,AM,63,2.74,reference
892a100f2abffff,EARLY,13,0.53,reference
892a100f2abffff,EVE,71,3.09,reference
892a100f2abffff,MD,43,1.86,reference
892a100f2abffff,NIGHT,10,0.4,reference
892a100f2abffff,PM,70,3.05,reference
892a100f2afffff,AM,64,2.78,reference
892a100f2afffff,EARLY,27,1.15,reference
892a100f2afffff,EVE,44,1.9,reference
892a100f2afffff,MD,56,2.43,reference
892a100f2afffff,NIGHT,10,0.4,reference
892a100f2afffff,PM,70,3.05,reference
892a100f2b3ffff,AM,40,1.72,reference
892a100f2b3ffff,EARLY,24,1.02,reference
892a100f2b3ffff,EVE,58,2.52,reference
892a100f2b3ffff,MD,49,2.12,reference
892a100f2b3ffff,NIGHT,7,0.27,reference
892a100f2b3ffff,PM,61,2.65,reference
892a100f2b7ffff,AM,37,1.59,reference
892a100f2b7ffff,EARLY,8,0.31,reference
892a100f2b7ffff,EVE,23,0.97,reference
892a100f2b7ffff,MD,35,1.5,reference
892a100f2b7ffff,NIGHT,6,0.22,reference
892a100f2b7ffff,PM,45,1.94,reference
892a100f303ffff,AM,68,2.96,reference
892a100f303ffff,EARLY,42,1.81,reference
892a100f303ffff,EVE,82,3.58,reference
892a100f303ffff,MD,71,3.09,reference
892a100f303ffff,NIGHT,16,0.66,reference
892a100f303ffff,PM,96,4.2,reference
892a100f307ffff,AM,15,0.62,reference
892a100f307ffff,EARLY,13,0.53,reference
892a100f307ffff,EVE,26,1.1,reference
892a100f307ffff,MD,24,1.02,reference
892a100f307ffff,PM,25,1.06,reference
892a100f30bffff,AM,36,1.55,reference
892a100f30bffff,EARLY,35,1.5,reference
892a100f30bffff,EVE,137,6.01,reference
892a100f30bffff,MD,98,4.28,reference
892a100f30bffff,NIGHT,15,0.62,reference
892a100f30bffff,PM,173,7.6,reference
892a100f30fffff,AM,30,1.28,reference
892a100f30fffff,EARLY,19,0.8,reference
892a100f30fffff,EVE,37,1.59,reference
892a100f30fffff,MD,24,1.02,reference
892a100f30fffff,NIGHT,10,0.4,reference
892a100f30fffff,PM,39,1.68,reference
892a100f313ffff,AM,58,2.52,reference
892a100f313ffff,EARLY,21,0.88,reference
892a100f313ffff,EVE,27,1.15,reference
892a100f313ffff,MD,24,1.02,reference
892a100f313ffff,NIGHT,7,0.27,reference
892a100f313ffff,PM,33,1.41,reference
892a100f317ffff,AM,25,1.06,reference
892a100f317ffff,EARLY,7,0.27,reference
892a100f317ffff,EVE,64,2.78,reference
892a100f317ffff,MD,49,2.12,reference
892a100f317ffff,NIGHT,10,0.4,reference
892a100f317ffff,PM,61,2.65,reference
892a100f31bffff,AM,184,8.08,reference
892a100f31bffff,EARLY,97,4.24,reference
892a100f31bffff,EVE,315,13.87,reference
892a100f31bffff,MD,234,10.29,reference
892a100f31bffff,NIGHT,74,3.22,reference
892a100f31bffff,PM,272,11.97,reference
892a100f323ffff,AM,16,0.66,reference
892a100f323ffff,EARLY,22,0.93,reference
892a100f323ffff,EVE,104,4.55,reference
892a100f323ffff,MD,73,3.18,reference
892a100f323ffff,NIGHT,10,0.4,reference
892a100f323ffff,PM,103,4.51,reference
892a100f327ffff,AM,2,0.04,reference
892a100f327ffff,EARLY,4,0.13,reference
892a100f327ffff,EVE,5,0.18,reference
892a100f327ffff,MD,5,0.18,reference
892a100f327ffff,PM,32,1.37,reference
892a100f32bffff,AM,51,2.21,reference
892a100f32bffff,EARLY,33,1.41,reference
892a100f32bffff,EVE,88,3.84,reference
892a100f32bffff,MD,50,2.16,reference
892a100f32bffff,NIGHT,18,0.75,reference
892a100f32bffff,PM,90,3.93,reference
892a100f32fffff,AM,16,0.66,reference
892a100f32fffff,EARLY,8,0.31,reference
892a100f32fffff,EVE,87,3.8,reference
892a100f32fffff,MD,39,1.68,reference
892a100f32fffff,NIGHT,7,0.27,reference
892a100f32fffff,PM,68,2.96,reference
892a100f333ffff,AM,54,2.34,reference
892a100f333ffff,EARLY,15,0.62,reference
892a100f333ffff,EVE,53,2.3,reference
892a100f333ffff,MD,53,2.3,reference
892a100f333ffff,NIGHT,9,0.35,reference
892a100f333ffff,PM,54,2.34,reference
892a100f33bffff,AM,32,1.37,reference
892a100f33bffff,EARLY,27,1.15,reference
892a100f33bffff,EVE,70,3.05,reference
892a100f33bffff,MD,60,2.61,reference
892a100f33bffff,NIGHT,24,1.02,reference
892a100f33bffff,PM,115,5.04,reference
892a100f343ffff,AM,96,4.2,reference
892a100f343ffff,EARLY,31,1.33,reference
892a100f343ffff,EVE,96,4.2,reference
892a100f343ffff,MD,95,4.15,reference
892a100f343ffff,NIGHT,26,1.1,reference
892a100f343ffff,PM,129,5.65,reference
892a100f347ffff,AM,67,2.92,reference
892a100f347ffff,EARLY,36,1.55,reference
892a100f347ffff,EVE,146,6.4,reference
892a100f347ffff,MD,93,4.06,reference
892a100f347ffff,NIGHT,22,0.93,reference
892a100f347ffff,PM,146,6.4,reference
892a100f34bffff,AM,113,4.95,reference
892a100f34bffff,EARLY,46,1.99,reference
892a100f34bffff,EVE,153,6.71,reference
892a100f34bffff,MD,146,6.4,reference
892a100f34bffff,NIGHT,39,1.68,reference
892a100f34bffff,PM,178,7.82,reference
892a100f34fffff,AM,160,7.02,reference
892a100f34fffff,EARLY,68,2.96,reference
892a100f34fffff,EVE,253,11.13,reference
892a100f34fffff,MD,247,10.87,reference
892a100f34fffff,NIGHT,59,2.56,reference
892a100f34fffff,PM,295,12.99,reference
892a100f353ffff,AM,76,3.31,reference
892a100f353ffff,EARLY,52,2.25,reference
892a100f353ffff,EVE,253,11.13,reference
892a100f353ffff,MD,180,7.91,reference
892a100f353ffff,NIGHT,50,2.16,reference
892a100f353ffff,PM,265,11.66,reference
892a100f357ffff,AM,44,1.9,reference
892a100f357ffff,EARLY,33,1.41,reference
892a100f357ffff,EVE,109,4.77,reference
892a100f357ffff,MD,87,3.8,reference
892a100f357ffff,NIGHT,35,1.5,reference
892a100f357ffff,PM,106,4.64,reference
892a100f35bffff,AM,85,3.71,reference
892a100f35bffff,EARLY,41,1.77,reference
892a100f35bffff,EVE,67,2.92,reference
892a100f35bffff,MD,106,4.64,reference
892a100f35bffff,NIGHT,12,0.49,reference
892a100f35bffff,PM,106,4.64,reference
892a100f363ffff,AM,37,1.59,reference
892a100f363ffff,EARLY,18,0.75,reference
892a100f363ffff,EVE,79,3.45,reference
892a100f363ffff,MD,65,2.83,reference
892a100f363ffff,NIGHT,16,0.66,reference
892a100f363ffff,PM,72,3.14,reference
892a100f367ffff,AM,53,2.3,reference
892a100f367ffff,EARLY,34,1.46,reference
892a100f367ffff,EVE,63,2.74,reference
892a100f367ffff,MD,58,2.52,reference
892a100f367ffff,NIGHT,15,0.62,reference
892a100f367ffff,PM,93,4.06,reference
892a100f36bffff,AM,38,1.63,reference
892a100f36bffff,EARLY,8,0.31,reference
892a100f36bffff,EVE,52,2.25,reference
892a100f36bffff,MD,46,1.99,reference
892a100f36bffff,NIGHT,18,0.75,reference
892a100f36bffff,PM,58,2.52,reference
892a100f36fffff,AM,39,1.68,reference
892a100f36fffff,EARLY,16,0.66,reference
892a100f36fffff,EVE,117,5.12,reference
892a100f36fffff,MD,57,2.47,reference
892a100f36fffff,NIGHT,23,0.97,reference
892a100f36fffff,PM,123,5.39,reference
892a100f373ffff,AM,85,3.71,reference
892a100f373ffff,EARLY,59,2.56,reference
892a100f373ffff,EVE,193,8.48,reference
892a100f373ffff,MD,194,8.52,reference
892a100f373ffff,NIGHT,66,2.87,reference
892a100f373ffff,PM,196,8.61,reference
892a100f377ffff,AM,23,0.97,reference
892a100f377ffff,EARLY,12,0.49,reference
892a100f377ffff,EVE,55,2.39,reference
892a100f377ffff,MD,35,1.5,reference
892a100f377ffff,NIGHT,15,0.62,reference
892a100f377ffff,PM,73,3.18,reference
892a100f37bffff,AM,49,2.12,reference
892a100f37bffff,EARLY,50,2.16,reference
892a100f37bffff,EVE,127,5.57,reference
892a100f37bffff,MD,117,5.12,reference
892a100f37bffff,NIGHT,42,1.81,reference
892a100f37bffff,PM,141,6.18,reference
892a100f38bffff,AM,50,2.16,reference
892a100f38bffff,EARLY,11,0.44,reference
892a100f38bffff,EVE,75,3.27,reference
892a100f38bffff,MD,55,2.39,reference
892a100f38bffff,NIGHT,19,0.8,reference
892a100f38bffff,PM,68,2.96,reference
892a100f39bffff,AM,23,0.97,reference
892a100f39bffff,EARLY,5,0.18,reference
892a100f39bffff,EVE,29,1.24,reference
892a100f39bffff,MD,28,1.19,reference
892a100f39bffff,NIGHT,11,0.44,reference
892a100f39bffff,PM,35,1.5,reference
892a100f3abffff,AM,40,1.72,reference
892a100f3abffff,EARLY,23,0.97,reference
892a100f3abffff,EVE,29,1.24,reference
892a100f3abffff,MD,30,1.28,reference
892a100f3abffff,NIGHT,4,0.13,reference
892a100f3abffff,PM,37,1.59,reference
892a100f3c3ffff,AM,31,1.33,reference
892a100f3c3ffff,EARLY,14,0.57,reference
892a100f3c3ffff,EVE,99,4.33,reference
892a100f3c3ffff,MD,69,3.0,reference
892a100f3c3ffff,NIGHT,18,0.75,reference
892a100f3c3ffff,PM,111,4.86,reference
892a100f3cbffff,AM,51,2.21,reference
892a100f3cbffff,EARLY,37,1.59,reference
892a100f3cbffff,EVE,96,4.2,reference
892a100f3cbffff,MD,100,4.37,reference
892a100f3cbffff,NIGHT,25,1.06,reference
892a100f3cbffff,PM,108,4.73,reference
892a100f3cfffff,AM,41,1.77,reference
892a100f3cfffff,EARLY,37,1.59,reference
892a100f3cfffff,EVE,59,2.56,reference
892a100f3cfffff,MD,49,2.12,reference
892a100f3cfffff,NIGHT,14,0.57,reference
892a100f3cfffff,PM,82,3.58,reference
892a100f3d3ffff,AM,67,2.92,reference
892a100f3d3ffff,EARLY,34,1.46,reference
892a100f3d3ffff,EVE,155,6.8,reference
892a100f3d3ffff,MD,127,5.57,reference
892a100f3d3ffff,NIGHT,38,1.63,reference
892a100f3d3ffff,PM,177,7.77,reference
892a100f3d7ffff,AM,21,0.88,reference
892a100f3d7ffff,EARLY,18,0.75,reference
892a100f3d7ffff,EVE,45,1.94,reference
892a100f3d7ffff,MD,34,1.46,reference
892a100f3d7ffff,NIGHT,7,0.27,reference
892a100f3d7ffff,PM,41,1.77,reference
892a100f3dbffff,AM,35,1.5,reference
892a100f3dbffff,EARLY,8,0.31,reference
892a100f3dbffff,EVE,53,2.3,reference
892a100f3dbffff,MD,46,1.99,reference
892a100f3dbffff,NIGHT,15,0.62,reference
892a100f3dbffff,PM,65,2.83,reference
892a100f613ffff,AM,5,0.18,reference
892a100f613ffff,EARLY,5,0.18,reference
892a100f613ffff,EVE,7,0.27,reference
892a100f613ffff,MD,9,0.35,reference
892a100f613ffff,NIGHT,3,0.09,reference
892a100f613ffff,PM,27,1.15,reference
892a100f617ffff,AM,1,0.0,reference
892a100f617ffff,EARLY,1,0.0,reference
892a100f617ffff,EVE,1,0.0,reference
892a100f617ffff,MD,2,0.04,reference
892a100f617ffff,NIGHT,1,0.0,reference
892a100f617ffff,PM,5,0.18,reference
892a100f61bffff,AM,4,0.13,reference
892a100f61bffff,EARLY,1,0.0,reference
892a100f61bffff,EVE,4,0.13,reference
892a100f61bffff,MD,2,0.04,reference
892a100f61bffff,PM,6,0.22,reference
892a100f647ffff,AM,4,0.13,reference
892a100f647ffff,EVE,21,0.88,reference
892a100f647ffff,MD,15,0.62,reference
892a100f647ffff,PM,27,1.15,reference
892a100f663ffff,AM,14,0.57,reference
892a100f663ffff,EVE,99,4.33,reference
892a100f663ffff,MD,87,3.8,reference
892a100f663ffff,NIGHT,11,0.44,reference
892a100f663ffff,PM,107,4.68,reference
892a100f677ffff,AM,8,0.31,reference
892a100f677ffff,EARLY,1,0.0,reference
892a100f677ffff,EVE,35,1.5,reference
892a100f677ffff,MD,40,1.72,reference
892a100f677ffff,NIGHT,1,0.0,reference
892a100f677ffff,PM,53,2.3,reference
892a100f68bffff,AM,4,0.13,reference
892a100f68bffff,EARLY,1,0.0,reference
892a100f68bffff,EVE,15,0.62,reference
892a100f68bffff,MD,10,0.4,reference
892a100f68bffff,NIGHT,4,0.13,reference
892a100f68bffff,PM,24,1.02,reference
892a100f68fffff,AM,2,0.04,reference
892a100f68fffff,EVE,8,0.31,reference
892a100f68fffff,MD,3,0.09,reference
892a100f68fffff,PM,7,0.27,reference
892a100f69bffff,AM,3,0.09,reference
892a100f69bffff,EARLY,14,0.57,reference
892a100f69bffff,EVE,15,0.62,reference
892a100f69bffff,MD,13,0.53,reference
892a100f69bffff,PM,24,1.02,reference
892a100f6c3ffff,AM,11,0.44,reference
892a100f6c3ffff,EARLY,21,0.88,reference
892a100f6c3ffff,EVE,40,1.72,reference
892a100f6c3ffff,MD,16,0.66,reference
892a100f6c3ffff,NIGHT,8,0.31,reference
892a100f6c3ffff,PM,41,1.77,reference
892a100f6c7ffff,AM,14,0.57,reference
892a100f6c7ffff,EARLY,8,0.31,reference
892a100f6c7ffff,EVE,18,0.75,reference
892a100f6c7ffff,MD,15,0.62,reference
892a100f6c7ffff,NIGHT,2,0.04,reference
892a100f6c7ffff,PM,23,0.97,reference
892a100f6cfffff,AM,21,0.88,reference
892a100f6cfffff,EARLY,13,0.53,reference
892a100f6cfffff,EVE,19,0.8,reference
892a100f6cfffff,MD,31,1.33,reference
892a100f6cfffff,NIGHT,3,0.09,reference
892a100f6cfffff,PM,57,2.47,reference
892a100f6d3ffff,AM,21,0.88,reference
892a100f6d3ffff,EARLY,17,0.71,reference
892a100f6d3ffff,EVE,40,1.72,reference
892a100f6d3ffff,MD,22,0.93,reference
892a100f6d3ffff,NIGHT,12,0.49,reference
892a100f6d3ffff,PM,47,2.03,reference
892a100f6d7ffff,AM,4,0.13,reference
892a100f6d7ffff,EARLY,5,0.18,reference
892a100f6d7ffff,EVE,11,0.44,reference
892a100f6d7ffff,MD,8,0.31,reference
892a100f6d7ffff,NIGHT,5,0.18,reference
892a100f6d7ffff,PM,26,1.1,reference
892a100f6dbffff,AM,8,0.31,reference
892a100f6dbffff,EARLY,10,0.4,reference
892a100f6dbffff,EVE,23,0.97,reference
892a100f6dbffff,MD,24,1.02,reference
892a100f6dbffff,NIGHT,4,0.13,reference
892a100f6dbffff,PM,32,1.37,reference
892a1072183ffff,AM,714,31.49,reference
892a1072183ffff,EARLY,80,3.49,reference
892a1072183ffff,EVE,1391,61.4,reference
892a1072183ffff,MD,890,39.27,reference
892a1072183ffff,NIGHT,163,7.16,reference
892a1072183ffff,PM,1310,57.82,reference
892a1072187ffff,AM,258,11.35,reference
892a1072187ffff,EARLY,53,2.3,reference
892a1072187ffff,EVE,518,22.84,reference
892a1072187ffff,MD,380,16.74,reference
892a1072187ffff,NIGHT,36,1.55,reference
892a1072187ffff,PM,762,33.61,reference
892a1072197ffff,AM,459,20.23,reference
892a1072197ffff,EARLY,127,5.57,reference
892a1072197ffff,EVE,680,29.99,reference
892a1072197ffff,MD,608,26.81,reference
892a1072197ffff,NIGHT,114,4.99,reference
892a1072197ffff,PM,822,36.26,reference
892a10721a3ffff,AM,743,32.77,reference
892a10721a3ffff,EARLY,215,9.45,reference
892a10721a3ffff,EVE,1132,49.96,reference
892a10721a3ffff,MD,922,40.68,reference
892a10721a3ffff,NIGHT,188,8.26,reference
892a10721a3ffff,PM,1339,59.1,reference
892a10721a7ffff,AM,299,13.16,reference
892a10721a7ffff,EARLY,114,4.99,reference
892a10721a7ffff,EVE,365,16.08,reference
892a10721a7ffff,MD,363,15.99,reference
892a10721a7ffff,NIGHT,76,3.31,reference
892a10721a7ffff,PM,425,18.73,reference
892a10721afffff,AM,185,8.13,reference
892a10721afffff,EARLY,40,1.72,reference
892a10721afffff,EVE,182,7.99,reference
892a10721afffff,MD,203,8.92,reference
892a10721afffff,NIGHT,36,1.55,reference
892a10721afffff,PM,247,10.87,reference
892a10721b3ffff,AM,148,6.49,reference
892a10721b3ffff,EARLY,58,2.52,reference
892a10721b3ffff,EVE,372,16.39,reference
892a10721b3ffff,MD,244,10.73,reference
892a10721b3ffff,NIGHT,53,2.3,reference
892a10721b3ffff,PM,504,22.22,reference
892a10721b7ffff,AM,375,16.52,reference
892a10721b7ffff,EARLY,127,5.57,reference
892a10721b7ffff,EVE,603,26.59,reference
892a10721b7ffff,MD,534,23.54,reference
892a10721b7ffff,NIGHT,117,5.12,reference
892a10721b7ffff,PM,691,30.48,reference
892a10721bbffff,AM,95,4.15,reference
892a10721bbffff,EARLY,31,1.33,reference
892a10721bbffff,EVE,493,21.73,reference
892a10721bbffff,MD,296,13.03,reference
892a10721bbffff,NIGHT,44,1.9,reference
892a10721bbffff,PM,734,32.38,reference
892a1072503ffff,AM,453,19.96,reference
892a1072503ffff,EARLY,33,1.41,reference
892a1072503ffff,EVE,497,21.91,reference
892a1072503ffff,MD,487,21.47,reference
892a1072503ffff,NIGHT,30,1.28,reference
892a1072503ffff,PM,650,28.67,reference
892a1072507ffff,AM,270,11.88,reference
892a1072507ffff,EARLY,35,1.5,reference
892a1072507ffff,EVE,144,6.32,reference
892a1072507ffff,MD,205,9.01,reference
892a1072507ffff,NIGHT,17,0.71,reference
892a1072507ffff,PM,235,10.34,reference
892a1072517ffff,AM,472,20.8,reference
892a1072517ffff,EARLY,139,6.1,reference
892a1072517ffff,EVE,677,29.86,reference
892a1072517ffff,MD,539,23.76,reference
892a1072517ffff,NIGHT,98,4.28,reference
892a1072517ffff,PM,680,29.99,reference
892a1072523ffff,AM,422,18.6,reference
892a1072523ffff,EARLY,100,4.37,reference
892a1072523ffff,EVE,549,24.2,reference
892a1072523ffff,MD,447,19.7,reference
892a1072523ffff,NIGHT,52,2.25,reference
892a1072523ffff,PM,698,30.79,reference
892a1072527ffff,AM,188,8.26,reference
892a1072527ffff,EARLY,51,2.21,reference
892a1072527ffff,EVE,243,10.69,reference
892a1072527ffff,MD,255,11.22,reference
892a1072527ffff,NIGHT,29,1.24,reference
892a1072527ffff,PM,303,13.34,reference
892a107252bffff,AM,180,7.91,reference
892a107252bffff,EARLY,99,4.33,reference
892a107252bffff,EVE,331,14.58,reference
892a107252bffff,MD,268,11.79,reference
892a107252bffff,NIGHT,50,2.16,reference
892a107252bffff,PM,467,20.58,reference
892a107252fffff,AM,481,21.2,reference
892a107252fffff,EARLY,145,6.36,reference
892a107252fffff,EVE,560,24.69,reference
892a107252fffff,MD,493,21.73,reference
892a107252fffff,NIGHT,65,2.83,reference
892a107252fffff,PM,749,33.04,reference
892a1072533ffff,AM,476,20.98,reference
892a1072533ffff,EARLY,143,6.27,reference
892a1072533ffff,EVE,538,23.72,reference
892a1072533ffff,MD,876,38.65,reference
892a1072533ffff,NIGHT,64,2.78,reference
892a1072533ffff,PM,1535,67.76,reference
892a1072537ffff,AM,397,17.49,reference
892a1072537ffff,EARLY,96,4.2,reference
892a1072537ffff,EVE,584,25.75,reference
892a1072537ffff,MD,467,20.58,reference
892a1072537ffff,NIGHT,69,3.0,reference
892a1072537ffff,PM,1277,56.36,reference
892a107253bffff,AM,107,4.68,reference
892a107253bffff,EARLY,24,1.02,reference
892a107253bffff,EVE,272,11.97,reference
892a107253bffff,MD,325,14.31,reference
892a107253bffff,NIGHT,22,0.93,reference
892a107253bffff,PM,746,32.91,reference
892a1072587ffff,AM,197,8.66,reference
892a1072587ffff,EARLY,153,6.71,reference
892a1072587ffff,EVE,299,13.16,reference
892a1072587ffff,MD,205,9.01,reference
892a1072587ffff,NIGHT,65,2.83,reference
892a1072587ffff,PM,362,15.95,reference
892a107258fffff,AM,756,33.35,reference
892a107258fffff,EARLY,129,5.65,reference
892a107258fffff,EVE,421,18.55,reference
892a107258fffff,MD,444,19.57,reference
892a107258fffff,NIGHT,74,3.22,reference
892a107258fffff,PM,543,23.94,reference
892a1072593ffff,AM,809,35.69,reference
892a1072593ffff,EARLY,130,5.7,reference
892a1072593ffff,EVE,595,26.24,reference
892a1072593ffff,MD,659,29.06,reference
892a1072593ffff,NIGHT,62,2.69,reference
892a1072593ffff,PM,742,32.73,reference
892a1072597ffff,AM,540,23.81,reference
892a1072597ffff,EARLY,168,7.38,reference
892a1072597ffff,EVE,590,26.02,reference
892a1072597ffff,MD,465,20.49,reference
892a1072597ffff,NIGHT,99,4.33,reference
892a1072597ffff,PM,709,31.27,reference
892a10725a3ffff,AM,264,11.62,reference
892a10725a3ffff,EARLY,438,19.3,reference
892a10725a3ffff,EVE,639,28.18,reference
892a10725a3ffff,MD,424,18.68,reference
892a10725a3ffff,NIGHT,156,6.85,reference
892a10725a3ffff,PM,676,29.81,reference
892a10725a7ffff,AM,778,34.32,reference
892a10725a7ffff,EARLY,513,22.61,reference
892a10725a7ffff,EVE,1198,52.87,reference
892a10725a7ffff,MD,1034,45.63,reference
892a10725a7ffff,NIGHT,195,8.57,reference
892a10725a7ffff,PM,1630,71.95,reference
892a10725abffff,AM,362,15.95,reference
892a10725abffff,EARLY,135,5.92,reference
892a10725abffff,EVE,447,19.7,reference
892a10725abffff,MD,331,14.58,reference
892a10725abffff,NIGHT,80,3.49,reference
892a10725abffff,PM,490,21.6,reference
892a10725afffff,AM,293,12.9,reference
892a10725afffff,EARLY,92,4.02,reference
892a10725afffff,EVE,331,14.58,reference
892a10725afffff,MD,313,13.78,reference
892a10725afffff,NIGHT,68,2.96,reference
892a10725afffff,PM,486,21.42,reference
892a10725b3ffff,AM,346,15.24,reference
892a10725b3ffff,EARLY,183,8.04,reference
892a10725b3ffff,EVE,667,29.42,reference
892a10725b3ffff,MD,467,20.58,reference
892a10725b3ffff,NIGHT,172,7.55,reference
892a10725b3ffff,PM,624,27.52,reference
892a10725b7ffff,AM,146,6.4,reference
892a10725b7ffff,EARLY,132,5.79,reference
892a10725b7ffff,EVE,446,19.66,reference
892a10725b7ffff,MD,275,12.1,reference
892a10725b7ffff,NIGHT,111,4.86,reference
892a10725b7ffff,PM,397,17.49,reference
892a10725bbffff,AM,643,28.36,reference
892a10725bbffff,EARLY,334,14.71,reference
892a10725bbffff,EVE,677,29.86,reference
892a10725bbffff,MD,554,24.43,reference
892a10725bbffff,NIGHT,109,4.77,reference
892a10725bbffff,PM,698,30.79,reference
892a1072807ffff,AM,206,9.05,reference
892a1072807ffff,EARLY,50,2.16,reference
892a1072807ffff,EVE,242,10.64,reference
892a1072807ffff,MD,229,10.07,reference
892a1072807ffff,NIGHT,34,1.46,reference
892a1072807ffff,PM,433,19.08,reference
892a1072813ffff,AM,138,6.05,reference
892a1072813ffff,EARLY,88,3.84,reference
892a1072813ffff,EVE,345,15.19,reference
892a1072813ffff,MD,279,12.28,reference
892a1072813ffff,NIGHT,52,2.25,reference
892a1072813ffff,PM,450,19.83,reference
892a1072817ffff,AM,145,6.36,reference
892a1072817ffff,EARLY,64,2.78,reference
892a1072817ffff,EVE,322,14.18,reference
892a1072817ffff,MD,295,12.99,reference
892a1072817ffff,NIGHT,37,1.59,reference
892a1072817ffff,PM,595,26.24,reference
892a107281bffff,AM,169,7.42,reference
892a107281bffff,EARLY,25,1.06,reference
892a107281bffff,EVE,169,7.42,reference
892a107281bffff,MD,198,8.7,reference
892a107281bffff,NIGHT,10,0.4,reference
892a107281bffff,PM,316,13.91,reference
892a107282fffff,AM,8,0.31,reference
892a107282fffff,EVE,16,0.66,reference
892a107282fffff,MD,149,6.54,reference
892a107282fffff,PM,178,7.82,reference
892a1072883ffff,AM,243,10.69,reference
892a1072883ffff,EARLY,103,4.51,reference
892a1072883ffff,EVE,529,23.32,reference
892a1072883ffff,MD,362,15.95,reference
892a1072883ffff,NIGHT,90,3.93,reference
892a1072883ffff,PM,612,26.99,reference
892a1072887ffff,AM,361,15.9,reference
892a1072887ffff,EARLY,130,5.7,reference
892a1072887ffff,EVE,535,23.59,reference
892a1072887ffff,MD,449,19.79,reference
892a1072887ffff,NIGHT,71,3.09,reference
892a1072887ffff,PM,621,27.39,reference
892a107288bffff,AM,207,9.1,reference
892a107288bffff,EARLY,56,2.43,reference
892a107288bffff,EVE,407,17.93,reference
892a107288bffff,MD,352,15.5,reference
892a107288bffff,NIGHT,45,1.94,reference
892a107288bffff,PM,716,31.58,reference
892a107288fffff,AM,125,5.48,reference
892a107288fffff,EARLY,47,2.03,reference
892a107288fffff,EVE,163,7.16,reference
892a107288fffff,MD,98,4.28,reference
892a107288fffff,NIGHT,18,0.75,reference
892a107288fffff,PM,216,9.5,reference
892a1072893ffff,AM,295,12.99,reference
892a1072893ffff,EARLY,102,4.46,reference
892a1072893ffff,EVE,534,23.54,reference
892a1072893ffff,MD,453,19.96,reference
892a1072893ffff,NIGHT,68,2.96,reference
892a1072893ffff,PM,732,32.29,reference
892a1072897ffff,AM,33,1.41,reference
892a1072897ffff,EARLY,15,0.62,reference
892a1072897ffff,EVE,57,2.47,reference
892a1072897ffff,MD,89,3.89,reference
892a1072897ffff,NIGHT,10,0.4,reference
892a1072897ffff,PM,120,5.26,reference
892a107289bffff,AM,441,19.43,reference
892a107289bffff,EARLY,145,6.36,reference
892a107289bffff,EVE,785,34.63,reference
892a107289bffff,MD,522,23.01,reference
892a107289bffff,NIGHT,83,3.62,reference
892a107289bffff,PM,1192,52.61,reference
892a10728abffff,AM,16,0.66,reference
892a10728abffff,EARLY,2,0.04,reference
892a10728abffff,EVE,32,1.37,reference
892a10728abffff,MD,18,0.75,reference
892a10728abffff,NIGHT,2,0.04,reference
892a10728abffff,PM,48,2.08,reference
892a10728bbffff,AM,288,12.68,reference
892a10728bbffff,EARLY,71,3.09,reference
892a10728bbffff,EVE,514,22.66,reference
892a10728bbffff,MD,378,16.65,reference
892a10728bbffff,NIGHT,57,2.47,reference
892a10728bbffff,PM,900,39.71,reference
892a10728c7ffff,AM,354,15.59,reference
892a10728c7ffff,EARLY,76,3.31,reference
892a10728c7ffff,EVE,387,17.05,reference
892a10728c7ffff,MD,341,15.02,reference
892a10728c7ffff,NIGHT,31,1.33,reference
892a10728c7ffff,PM,406,17.89,reference
892a10728d3ffff,AM,389,17.14,reference
892a10728d3ffff,EARLY,73,3.18,reference
892a10728d3ffff,EVE,659,29.06,reference
892a10728d3ffff,MD,507,22.35,reference
892a10728d3ffff,NIGHT,39,1.68,reference
892a10728d3ffff,PM,1200,52.96,reference
892a10728d7ffff,AM,291,12.81,reference
892a10728d7ffff,EARLY,46,1.99,reference
892a10728d7ffff,EVE,462,20.36,reference
892a10728d7ffff,MD,304,13.38,reference
892a10728d7ffff,NIGHT,51,2.21,reference
892a10728d7ffff,PM,643,28.36,reference
892a1072903ffff,AM,76,3.31,reference
892a1072903ffff,EARLY,13,0.53,reference
892a1072903ffff,EVE,52,2.25,reference
892a1072903ffff,MD,87,3.8,reference
892a1072903ffff,NIGHT,8,0.31,reference
892a1072903ffff,PM,102,4.46,reference
892a1072907ffff,AM,373,16.43,reference
892a1072907ffff,EARLY,41,1.77,reference
892a1072907ffff,EVE,252,11.09,reference
892a1072907ffff,MD,299,13.16,reference
892a1072907ffff,NIGHT,25,1.06,reference
892a1072907ffff,PM,312,13.74,reference
892a107290fffff,AM,125,5.48,reference
892a107290fffff,EARLY,18,0.75,reference
