h3_cell,period,citibike_trip_count,citibike_load_score,survey_date
892a100ababffff,MD,26,1.1,reference
892a100ababffff,NIGHT,2,0.04,reference
892a100ababffff,PM,51,2.21,reference
892a100abafffff,AM,37,1.59,reference
892a100abafffff,EARLY,19,0.8,reference
892a100abafffff,EVE,62,2.69,reference
892a100abafffff,MD,72,3.14,reference
892a100abafffff,NIGHT,14,0.57,reference
892a100abafffff,PM,91,3.98,reference
892a100abb3ffff,AM,46,1.99,reference
892a100abb3ffff,EARLY,25,1.06,reference
892a100abb3ffff,EVE,143,6.27,reference
892a100abb3ffff,MD,77,3.36,reference
892a100abb3ffff,NIGHT,37,1.59,reference
892a100abb3ffff,PM,167,7.33,reference
892a100abb7ffff,AM,16,0.66,reference
892a100abb7ffff,EARLY,8,0.31,reference
892a100abb7ffff,EVE,18,0.75,reference
892a100abb7ffff,MD,14,0.57,reference
892a100abb7ffff,NIGHT,6,0.22,reference
892a100abb7ffff,PM,29,1.24,reference
892a100abbbffff,AM,18,0.75,reference
892a100abbbffff,EARLY,13,0.53,reference
892a100abbbffff,EVE,52,2.25,reference
892a100abbbffff,MD,34,1.46,reference
892a100abbbffff,NIGHT,20,0.84,reference
892a100abbbffff,PM,124,5.43,reference
892a100abc7ffff,AM,16,0.66,reference
892a100abc7ffff,EARLY,14,0.57,reference
892a100abc7ffff,EVE,104,4.55,reference
892a100abc7ffff,MD,48,2.08,reference
892a100abc7ffff,NIGHT,12,0.49,reference
892a100abc7ffff,PM,116,5.08,reference
892a100abcbffff,AM,78,3.4,reference
892a100abcbffff,EARLY,23,0.97,reference
892a100abcbffff,EVE,80,3.49,reference
892a100abcbffff,MD,62,2.69,reference
892a100abcbffff,NIGHT,22,0.93,reference
892a100abcbffff,PM,104,4.55,reference
892a100abd3ffff,AM,12,0.49,reference
892a100abd3ffff,EARLY,11,0.44,reference
892a100abd3ffff,EVE,15,0.62,reference
892a100abd3ffff,MD,12,0.49,reference
892a100abd3ffff,NIGHT,6,0.22,reference
892a100abd3ffff,PM,22,0.93,reference
892a100abd7ffff,AM,40,1.72,reference
892a100abd7ffff,EARLY,30,1.28,reference
892a100abd7ffff,EVE,124,5.43,reference
892a100abd7ffff,MD,41,1.77,reference
892a100abd7ffff,NIGHT,32,1.37,reference
892a100abd7ffff,PM,132,5.79,reference
892a100ac0bffff,AM,1,0.0,reference
892a100ac0bffff,EVE,14,0.57,reference
892a100ac0bffff,MD,12,0.49,reference
892a100ac0bffff,NIGHT,4,0.13,reference
892a100ac0bffff,PM,12,0.49,reference
892a100ac47ffff,AM,9,0.35,reference
892a100ac47ffff,EARLY,1,0.0,reference
892a100ac47ffff,EVE,7,0.27,reference
892a100ac47ffff,MD,17,0.71,reference
892a100ac47ffff,NIGHT,5,0.18,reference
892a100ac47ffff,PM,34,1.46,reference
892a100ac4fffff,AM,26,1.1,reference
892a100ac4fffff,EARLY,12,0.49,reference
892a100ac4fffff,EVE,19,0.8,reference
892a100ac4fffff,MD,22,0.93,reference
892a100ac4fffff,NIGHT,5,0.18,reference
892a100ac4fffff,PM,24,1.02,reference
892a100ac53ffff,AM,6,0.22,reference
892a100ac53ffff,EARLY,1,0.0,reference
892a100ac53ffff,EVE,10,0.4,reference
892a100ac53ffff,MD,13,0.53,reference
892a100ac53ffff,NIGHT,2,0.04,reference
892a100ac53ffff,PM,22,0.93,reference
892a100ac57ffff,AM,1,0.0,reference
892a100ac57ffff,EVE,10,0.4,reference
892a100ac57ffff,MD,2,0.04,reference
892a100ac57ffff,PM,19,0.8,reference
892a100ac5bffff,EARLY,1,0.0,reference
892a100ac5bffff,NIGHT,1,0.0,reference
892a100ac5bffff,PM,1,0.0,reference
892a100ac63ffff,AM,13,0.53,reference
892a100ac63ffff,EVE,36,1.55,reference
892a100ac63ffff,MD,23,0.97,reference
892a100ac63ffff,NIGHT,4,0.13,reference
892a100ac63ffff,PM,46,1.99,reference
892a100ac67ffff,AM,11,0.44,reference
892a100ac67ffff,EARLY,9,0.35,reference
892a100ac67ffff,EVE,43,1.86,reference
892a100ac67ffff,MD,36,1.55,reference
892a100ac67ffff,NIGHT,10,0.4,reference
892a100ac67ffff,PM,58,2.52,reference
892a100ac6bffff,AM,24,1.02,reference
892a100ac6bffff,EARLY,18,0.75,reference
892a100ac6bffff,EVE,33,1.41,reference
892a100ac6bffff,MD,20,0.84,reference
892a100ac6bffff,NIGHT,8,0.31,reference
892a100ac6bffff,PM,64,2.78,reference
892a100ac6fffff,AM,3,0.09,reference
892a100ac6fffff,EARLY,4,0.13,reference
892a100ac6fffff,EVE,8,0.31,reference
892a100ac6fffff,MD,4,0.13,reference
892a100ac6fffff,NIGHT,3,0.09,reference
892a100ac6fffff,PM,20,0.84,reference
892a100ac73ffff,AM,11,0.44,reference
892a100ac73ffff,EARLY,13,0.53,reference
892a100ac73ffff,EVE,26,1.1,reference
892a100ac73ffff,MD,19,0.8,reference
892a100ac73ffff,NIGHT,10,0.4,reference
892a100ac73ffff,PM,50,2.16,reference
892a100accbffff,AM,14,0.57,reference
892a100accbffff,EARLY,6,0.22,reference
892a100accbffff,EVE,16,0.66,reference
892a100accbffff,MD,13,0.53,reference
892a100accbffff,NIGHT,9,0.35,reference
892a100accbffff,PM,36,1.55,reference
892a100acdbffff,AM,10,0.4,reference
892a100acdbffff,EARLY,10,0.4,reference
892a100acdbffff,EVE,3,0.09,reference
892a100acdbffff,MD,12,0.49,reference
892a100acdbffff,NIGHT,1,0.0,reference
892a100acdbffff,PM,12,0.49,reference
892a100ae07ffff,AM,20,0.84,reference
892a100ae07ffff,EARLY,6,0.22,reference
892a100ae07ffff,EVE,25,1.06,reference
892a100ae07ffff,MD,13,0.53,reference
892a100ae07ffff,NIGHT,7,0.27,reference
892a100ae07ffff,PM,25,1.06,reference
892a100ae0bffff,AM,20,0.84,reference
892a100ae0bffff,EARLY,8,0.31,reference
892a100ae0bffff,EVE,35,1.5,reference
892a100ae0bffff,MD,21,0.88,reference
892a100ae0bffff,NIGHT,6,0.22,reference
892a100ae0bffff,PM,37,1.59,reference
892a100ae0fffff,AM,14,0.57,reference
892a100ae0fffff,EARLY,11,0.44,reference
892a100ae0fffff,EVE,26,1.1,reference
892a100ae0fffff,MD,20,0.84,reference
892a100ae0fffff,NIGHT,4,0.13,reference
892a100ae0fffff,PM,43,1.86,reference
892a100ae17ffff,AM,25,1.06,reference
892a100ae17ffff,EARLY,21,0.88,reference
892a100ae17ffff,EVE,40,1.72,reference
892a100ae17ffff,MD,25,1.06,reference
892a100ae17ffff,NIGHT,10,0.4,reference
892a100ae17ffff,PM,56,2.43,reference
892a100ae1bffff,AM,44,1.9,reference
892a100ae1bffff,EARLY,20,0.84,reference
892a100ae1bffff,EVE,48,2.08,reference
892a100ae1bffff,MD,54,2.34,reference
892a100ae1bffff,NIGHT,11,0.44,reference
892a100ae1bffff,PM,92,4.02,reference
892a100ae23ffff,AM,8,0.31,reference
892a100ae23ffff,EARLY,1,0.0,reference
892a100ae23ffff,EVE,15,0.62,reference
892a100ae23ffff,MD,12,0.49,reference
892a100ae23ffff,NIGHT,5,0.18,reference
892a100ae23ffff,PM,11,0.44,reference
892a100ae2bffff,AM,11,0.44,reference
892a100ae2bffff,EARLY,3,0.09,reference
892a100ae2bffff,EVE,35,1.5,reference
892a100ae2bffff,MD,23,0.97,reference
892a100ae2bffff,NIGHT,12,0.49,reference
892a100ae2bffff,PM,31,1.33,reference
892a100ae2fffff,AM,9,0.35,reference
892a100ae2fffff,EARLY,9,0.35,reference
892a100ae2fffff,EVE,32,1.37,reference
892a100ae2fffff,MD,20,0.84,reference
892a100ae2fffff,NIGHT,10,0.4,reference
892a100ae2fffff,PM,42,1.81,reference
892a100ae3bffff,AM,11,0.44,reference
892a100ae3bffff,EARLY,4,0.13,reference
892a100ae3bffff,EVE,21,0.88,reference
892a100ae3bffff,MD,25,1.06,reference
892a100ae3bffff,NIGHT,4,0.13,reference
892a100ae3bffff,PM,22,0.93,reference
892a100ae63ffff,AM,33,1.41,reference
892a100ae63ffff,EARLY,10,0.4,reference
892a100ae63ffff,EVE,63,2.74,reference
892a100ae63ffff,MD,59,2.56,reference
892a100ae63ffff,NIGHT,15,0.62,reference
892a100ae63ffff,PM,74,3.22,reference
892a100ae67ffff,AM,9,0.35,reference
892a100ae67ffff,EARLY,17,0.71,reference
892a100ae67ffff,EVE,39,1.68,reference
892a100ae67ffff,MD,30,1.28,reference
892a100ae67ffff,NIGHT,14,0.57,reference
892a100ae67ffff,PM,51,2.21,reference
892a100ae73ffff,AM,11,0.44,reference
892a100ae73ffff,EARLY,20,0.84,reference
892a100ae73ffff,EVE,23,0.97,reference
892a100ae73ffff,MD,18,0.75,reference
892a100ae73ffff,NIGHT,5,0.18,reference
892a100ae73ffff,PM,26,1.1,reference
892a100ae77ffff,AM,19,0.8,reference
892a100ae77ffff,EARLY,20,0.84,reference
892a100ae77ffff,EVE,70,3.05,reference
892a100ae77ffff,MD,51,2.21,reference
892a100ae77ffff,NIGHT,12,0.49,reference
892a100ae77ffff,PM,85,3.71,reference
892a100ae7bffff,AM,42,1.81,reference
892a100ae7bffff,EARLY,4,0.13,reference
892a100ae7bffff,EVE,40,1.72,reference
892a100ae7bffff,MD,33,1.41,reference
892a100ae7bffff,NIGHT,2,0.04,reference
892a100ae7bffff,PM,54,2.34,reference
892a100ae83ffff,AM,4,0.13,reference
892a100ae83ffff,EARLY,1,0.0,reference
892a100ae83ffff,EVE,8,0.31,reference
892a100ae83ffff,MD,6,0.22,reference
892a100ae83ffff,NIGHT,1,0.0,reference
892a100ae83ffff,PM,19,0.8,reference
892a100ae8bffff,AM,22,0.93,reference
892a100ae8bffff,EARLY,4,0.13,reference
892a100ae8bffff,EVE,10,0.4,reference
892a100ae8bffff,MD,13,0.53,reference
892a100ae8bffff,NIGHT,3,0.09,reference
892a100ae8bffff,PM,20,0.84,reference
892a100ae8fffff,AM,2,0.04,reference
892a100ae8fffff,EARLY,3,0.09,reference
892a100ae8fffff,EVE,6,0.22,reference
892a100ae8fffff,MD,9,0.35,reference
892a100ae8fffff,NIGHT,3,0.09,reference
892a100ae8fffff,PM,9,0.35,reference
892a100ae93ffff,AM,8,0.31,reference
892a100ae93ffff,EARLY,10,0.4,reference
892a100ae93ffff,EVE,32,1.37,reference
892a100ae93ffff,MD,19,0.8,reference
892a100ae93ffff,NIGHT,8,0.31,reference
892a100ae93ffff,PM,37,1.59,reference
892a100ae9bffff,AM,20,0.84,reference
892a100ae9bffff,EARLY,32,1.37,reference
892a100ae9bffff,EVE,41,1.77,reference
892a100ae9bffff,MD,34,1.46,reference
892a100ae9bffff,NIGHT,12,0.49,reference
892a100ae9bffff,PM,80,3.49,reference
892a100aea7ffff,AM,16,0.66,reference
892a100aea7ffff,EARLY,16,0.66,reference
892a100aea7ffff,EVE,21,0.88,reference
892a100aea7ffff,MD,30,1.28,reference
892a100aea7ffff,NIGHT,3,0.09,reference
892a100aea7ffff,PM,37,1.59,reference
892a100aeb3ffff,AM,6,0.22,reference
892a100aeb3ffff,EARLY,4,0.13,reference
892a100aeb3ffff,EVE,17,0.71,reference
892a100aeb3ffff,MD,8,0.31,reference
892a100aeb3ffff,NIGHT,2,0.04,reference
892a100aeb3ffff,PM,25,1.06,reference
892a100aeb7ffff,AM,24,1.02,reference
892a100aeb7ffff,EARLY,27,1.15,reference
892a100aeb7ffff,EVE,22,0.93,reference
892a100aeb7ffff,MD,30,1.28,reference
892a100aeb7ffff,NIGHT,4,0.13,reference
892a100aeb7ffff,PM,40,1.72,reference
892a100aec7ffff,AM,14,0.57,reference
892a100aec7ffff,EVE,30,1.28,reference
892a100aec7ffff,MD,12,0.49,reference
892a100aec7ffff,NIGHT,4,0.13,reference
892a100aec7ffff,PM,47,2.03,reference
892a100aed7ffff,AM,11,0.44,reference
892a100aed7ffff,EARLY,6,0.22,reference
892a100aed7ffff,EVE,21,0.88,reference
892a100aed7ffff,MD,28,1.19,reference
892a100aed7ffff,NIGHT,2,0.04,reference
892a100aed7ffff,PM,30,1.28,reference
892a100c203ffff,AM,2,0.04,reference
892a100c203ffff,EARLY,6,0.22,reference
892a100c203ffff,EVE,4,0.13,reference
892a100c203ffff,MD,4,0.13,reference
892a100c203ffff,PM,11,0.44,reference
892a100c207ffff,AM,2,0.04,reference
892a100c207ffff,EARLY,6,0.22,reference
892a100c207ffff,EVE,7,0.27,reference
892a100c207ffff,MD,10,0.4,reference
892a100c207ffff,NIGHT,4,0.13,reference
892a100c207ffff,PM,13,0.53,reference
892a100c20fffff,AM,1,0.0,reference
892a100c20fffff,EARLY,1,0.0,reference
892a100c20fffff,EVE,27,1.15,reference
892a100c20fffff,MD,1,0.0,reference
892a100c20fffff,PM,5,0.18,reference
892a100c217ffff,AM,3,0.09,reference
892a100c217ffff,EARLY,4,0.13,reference
892a100c217ffff,EVE,23,0.97,reference
892a100c217ffff,MD,16,0.66,reference
892a100c217ffff,NIGHT,19,0.8,reference
892a100c217ffff,PM,20,0.84,reference
892a100c223ffff,AM,4,0.13,reference
892a100c223ffff,EARLY,3,0.09,reference
892a100c223ffff,EVE,3,0.09,reference
892a100c223ffff,MD,2,0.04,reference
892a100c223ffff,NIGHT,1,0.0,reference
892a100c223ffff,PM,3,0.09,reference
892a100c227ffff,AM,13,0.53,reference
892a100c227ffff,EARLY,4,0.13,reference
892a100c227ffff,EVE,4,0.13,reference
892a100c227ffff,MD,9,0.35,reference
892a100c227ffff,NIGHT,1,0.0,reference
892a100c227ffff,PM,9,0.35,reference
892a100c22bffff,AM,3,0.09,reference
892a100c22bffff,EARLY,7,0.27,reference
892a100c22bffff,EVE,18,0.75,reference
892a100c22bffff,MD,6,0.22,reference
892a100c22bffff,NIGHT,3,0.09,reference
892a100c22bffff,PM,15,0.62,reference
892a100c233ffff,AM,1,0.0,reference
892a100c233ffff,EARLY,2,0.04,reference
892a100c233ffff,EVE,4,0.13,reference
892a100c233ffff,MD,2,0.04,reference
892a100c233ffff,NIGHT,1,0.0,reference
892a100c233ffff,PM,6,0.22,reference
892a100c23bffff,AM,8,0.31,reference
892a100c23bffff,EARLY,1,0.0,reference
892a100c23bffff,EVE,7,0.27,reference
892a100c23bffff,MD,6,0.22,reference
892a100c23bffff,NIGHT,1,0.0,reference
892a100c23bffff,PM,14,0.57,reference
892a100c267ffff,EARLY,1,0.0,reference
892a100c267ffff,EVE,3,0.09,reference
892a100c267ffff,MD,12,0.49,reference
892a100c267ffff,NIGHT,1,0.0,reference
892a100c267ffff,PM,13,0.53,reference
892a100c343ffff,AM,30,1.28,reference
892a100c343ffff,EARLY,12,0.49,reference
892a100c343ffff,EVE,35,1.5,reference
892a100c343ffff,MD,49,2.12,reference
892a100c343ffff,NIGHT,8,0.31,reference
892a100c343ffff,PM,45,1.94,reference
892a100c34bffff,AM,26,1.1,reference
892a100c34bffff,EARLY,9,0.35,reference
892a100c34bffff,EVE,37,1.59,reference
892a100c34bffff,MD,37,1.59,reference
892a100c34bffff,NIGHT,13,0.53,reference
892a100c34bffff,PM,47,2.03,reference
892a100c34fffff,AM,77,3.36,reference
892a100c34fffff,EARLY,29,1.24,reference
892a100c34fffff,EVE,85,3.71,reference
892a100c34fffff,MD,102,4.46,reference
892a100c34fffff,NIGHT,21,0.88,reference
892a100c34fffff,PM,96,4.2,reference
892a100c35bffff,AM,20,0.84,reference
892a100c35bffff,EARLY,5,0.18,reference
892a100c35bffff,EVE,40,1.72,reference
892a100c35bffff,MD,41,1.77,reference
892a100c35bffff,NIGHT,4,0.13,reference
892a100c35bffff,PM,33,1.41,reference
892a100c36bffff,AM,36,1.55,reference
892a100c36bffff,EARLY,31,1.33,reference
892a100c36bffff,EVE,80,3.49,reference
892a100c36bffff,MD,98,4.28,reference
892a100c36bffff,NIGHT,20,0.84,reference
892a100c36bffff,PM,83,3.62,reference
892a100c37bffff,AM,49,2.12,reference
892a100c37bffff,EARLY,23,0.97,reference
892a100c37bffff,EVE,57,2.47,reference
892a100c37bffff,MD,59,2.56,reference
892a100c37bffff,NIGHT,14,0.57,reference
892a100c37bffff,PM,54,2.34,reference
892a100c643ffff,AM,30,1.28,reference
892a100c643ffff,EARLY,27,1.15,reference
892a100c643ffff,EVE,41,1.77,reference
892a100c643ffff,MD,42,1.81,reference
892a100c643ffff,NIGHT,8,0.31,reference
892a100c643ffff,PM,43,1.86,reference
892a100c647ffff,AM,19,0.8,reference
892a100c647ffff,EARLY,4,0.13,reference
892a100c647ffff,EVE,22,0.93,reference
892a100c647ffff,MD,35,1.5,reference
892a100c647ffff,NIGHT,5,0.18,reference
892a100c647ffff,PM,24,1.02,reference
892a100c64bffff,AM,37,1.59,reference
892a100c64bffff,EARLY,7,0.27,reference
892a100c64bffff,EVE,37,1.59,reference
892a100c64bffff,MD,27,1.15,reference
892a100c64bffff,NIGHT,3,0.09,reference
892a100c64bffff,PM,41,1.77,reference
892a100c64fffff,AM,12,0.49,reference
892a100c64fffff,EARLY,11,0.44,reference
892a100c64fffff,EVE,18,0.75,reference
892a100c64fffff,MD,17,0.71,reference
892a100c64fffff,NIGHT,6,0.22,reference
892a100c64fffff,PM,15,0.62,reference
892a100c65bffff,AM,12,0.49,reference
892a100c65bffff,EARLY,1,0.0,reference
892a100c65bffff,EVE,3,0.09,reference
892a100c65bffff,MD,9,0.35,reference
892a100c65bffff,NIGHT,1,0.0,reference
892a100c65bffff,PM,14,0.57,reference
892a100c67bffff,AM,7,0.27,reference
892a100c67bffff,EARLY,7,0.27,reference
892a100c67bffff,EVE,18,0.75,reference
892a100c67bffff,MD,15,0.62,reference
892a100c67bffff,NIGHT,2,0.04,reference
892a100c67bffff,PM,23,0.97,reference
892a100d003ffff,AM,133,5.83,reference
892a100d003ffff,EARLY,70,3.05,reference
892a100d003ffff,EVE,246,10.82,reference
892a100d003ffff,MD,179,7.86,reference
892a100d003ffff,NIGHT,43,1.86,reference
892a100d003ffff,PM,287,12.63,reference
892a100d00fffff,AM,138,6.05,reference
892a100d00fffff,EARLY,88,3.84,reference
892a100d00fffff,EVE,154,6.76,reference
892a100d00fffff,MD,126,5.52,reference
892a100d00fffff,NIGHT,23,0.97,reference
892a100d00fffff,PM,200,8.79,reference
892a100d013ffff,AM,135,5.92,reference
892a100d013ffff,EARLY,38,1.63,reference
892a100d013ffff,EVE,235,10.34,reference
892a100d013ffff,MD,178,7.82,reference
892a100d013ffff,NIGHT,35,1.5,reference
892a100d013ffff,PM,243,10.69,reference
892a100d017ffff,AM,116,5.08,reference
892a100d017ffff,EARLY,63,2.74,reference
892a100d017ffff,EVE,429,18.9,reference
892a100d017ffff,MD,253,11.13,reference
892a100d017ffff,NIGHT,66,2.87,reference
892a100d017ffff,PM,599,26.41,reference
892a100d023ffff,AM,190,8.35,reference
892a100d023ffff,EARLY,45,1.94,reference
892a100d023ffff,EVE,165,7.24,reference
892a100d023ffff,MD,168,7.38,reference
892a100d023ffff,NIGHT,24,1.02,reference
892a100d023ffff,PM,188,8.26,reference
892a100d027ffff,AM,257,11.31,reference
892a100d027ffff,EARLY,53,2.3,reference
892a100d027ffff,EVE,323,14.22,reference
892a100d027ffff,MD,395,17.4,reference
892a100d027ffff,NIGHT,42,1.81,reference
892a100d027ffff,PM,383,16.87,reference
892a100d02bffff,AM,242,10.64,reference
892a100d02bffff,EARLY,124,5.43,reference
892a100d02bffff,EVE,390,17.18,reference
892a100d02bffff,MD,337,14.84,reference
892a100d02bffff,NIGHT,32,1.37,reference
892a100d02bffff,PM,489,21.55,reference
892a100d02fffff,AM,271,11.93,reference
892a100d02fffff,EARLY,54,2.34,reference
892a100d02fffff,EVE,221,9.72,reference
892a100d02fffff,MD,271,11.93,reference
892a100d02fffff,NIGHT,22,0.93,reference
892a100d02fffff,PM,263,11.57,reference
892a100d033ffff,AM,163,7.16,reference
892a100d033ffff,EARLY,34,1.46,reference
892a100d033ffff,EVE,171,7.51,reference
892a100d033ffff,MD,133,5.83,reference
892a100d033ffff,NIGHT,10,0.4,reference
892a100d033ffff,PM,166,7.29,reference
892a100d037ffff,AM,163,7.16,reference
892a100d037ffff,EARLY,43,1.86,reference
892a100d037ffff,EVE,148,6.49,reference
892a100d037ffff,MD,207,9.1,reference
892a100d037ffff,NIGHT,24,1.02,reference
892a100d037ffff,PM,195,8.57,reference
892a100d04bffff,AM,822,36.26,reference
892a100d04bffff,EARLY,247,10.87,reference
892a100d04bffff,EVE,779,34.36,reference
892a100d04bffff,MD,562,24.78,reference
892a100d04bffff,NIGHT,80,3.49,reference
892a100d04bffff,PM,950,41.92,reference
892a100d05bffff,AM,237,10.42,reference
892a100d05bffff,EARLY,19,0.8,reference
892a100d05bffff,EVE,152,6.67,reference
892a100d05bffff,MD,168,7.38,reference
892a100d05bffff,NIGHT,22,0.93,reference
892a100d05bffff,PM,252,11.09,reference
892a100d083ffff,AM,80,3.49,reference
892a100d083ffff,EARLY,19,0.8,reference
892a100d083ffff,EVE,223,9.81,reference
892a100d083ffff,MD,117,5.12,reference
892a100d083ffff,NIGHT,42,1.81,reference
892a100d083ffff,PM,211,9.28,reference
892a100d087ffff,AM,103,4.51,reference
892a100d087ffff,EARLY,56,2.43,reference
892a100d087ffff,EVE,249,10.95,reference
892a100d087ffff,MD,194,8.52,reference
892a100d087ffff,NIGHT,50,2.16,reference
892a100d087ffff,PM,261,11.48,reference
892a100d08bffff,AM,133,5.83,reference
892a100d08bffff,EARLY,35,1.5,reference
892a100d08bffff,EVE,162,7.11,reference
892a100d08bffff,MD,178,7.82,reference
892a100d08bffff,NIGHT,16,0.66,reference
892a100d08bffff,PM,211,9.28,reference
892a100d08fffff,AM,35,1.5,reference
892a100d08fffff,EARLY,7,0.27,reference
892a100d08fffff,EVE,69,3.0,reference
892a100d08fffff,MD,43,1.86,reference
892a100d08fffff,NIGHT,9,0.35,reference
892a100d08fffff,PM,50,2.16,reference
892a100d093ffff,AM,10,0.4,reference
892a100d093ffff,EARLY,26,1.1,reference
892a100d093ffff,EVE,87,3.8,reference
892a100d093ffff,MD,57,2.47,reference
892a100d093ffff,NIGHT,14,0.57,reference
892a100d093ffff,PM,126,5.52,reference
892a100d097ffff,AM,49,2.12,reference
892a100d097ffff,EARLY,24,1.02,reference
892a100d097ffff,EVE,149,6.54,reference
892a100d097ffff,MD,90,3.93,reference
892a100d097ffff,NIGHT,30,1.28,reference
892a100d097ffff,PM,179,7.86,reference
892a100d09bffff,AM,6,0.22,reference
892a100d09bffff,EARLY,3,0.09,reference
892a100d09bffff,EVE,40,1.72,reference
892a100d09bffff,MD,26,1.1,reference
892a100d09bffff,PM,52,2.25,reference
892a100d0a3ffff,AM,2,0.04,reference
892a100d0a3ffff,EARLY,3,0.09,reference
892a100d0a3ffff,EVE,11,0.44,reference
892a100d0a3ffff,MD,6,0.22,reference
892a100d0a3ffff,PM,17,0.71,reference
892a100d0b7ffff,AM,2,0.04,reference
892a100d0b7ffff,EARLY,2,0.04,reference
892a100d0b7ffff,EVE,8,0.31,reference
892a100d0b7ffff,MD,7,0.27,reference
892a100d0b7ffff,NIGHT,3,0.09,reference
892a100d0b7ffff,PM,21,0.88,reference
892a100d0bbffff,AM,78,3.4,reference
892a100d0bbffff,EARLY,29,1.24,reference
892a100d0bbffff,EVE,78,3.4,reference
892a100d0bbffff,MD,37,1.59,reference
892a100d0bbffff,NIGHT,14,0.57,reference
892a100d0bbffff,PM,121,5.3,reference
892a100d0d3ffff,AM,6,0.22,reference
892a100d0d3ffff,EARLY,19,0.8,reference
892a100d0d3ffff,EVE,79,3.45,reference
892a100d0d3ffff,MD,77,3.36,reference
892a100d0d3ffff,NIGHT,15,0.62,reference
892a100d0d3ffff,PM,148,6.49,reference
892a100d103ffff,AM,196,8.61,reference
892a100d103ffff,EARLY,43,1.86,reference
892a100d103ffff,EVE,159,6.98,reference
892a100d103ffff,MD,163,7.16,reference
892a100d103ffff,NIGHT,16,0.66,reference
892a100d103ffff,PM,197,8.66,reference
892a100d107ffff,AM,69,3.0,reference
892a100d107ffff,EARLY,7,0.27,reference
892a100d107ffff,EVE,52,2.25,reference
892a100d107ffff,MD,77,3.36,reference
892a100d107ffff,NIGHT,13,0.53,reference
892a100d107ffff,PM,66,2.87,reference
892a100d10bffff,AM,155,6.8,reference
892a100d10bffff,EARLY,49,2.12,reference
892a100d10bffff,EVE,186,8.17,reference
892a100d10bffff,MD,225,9.89,reference
892a100d10bffff,NIGHT,25,1.06,reference
892a100d10bffff,PM,206,9.05,reference
892a100d10fffff,AM,458,20.19,reference
892a100d10fffff,EARLY,114,4.99,reference
892a100d10fffff,EVE,352,15.5,reference
892a100d10fffff,MD,385,16.96,reference
892a100d10fffff,NIGHT,46,1.99,reference
892a100d10fffff,PM,431,18.99,reference
892a100d117ffff,AM,21,0.88,reference
892a100d117ffff,EARLY,3,0.09,reference
892a100d117ffff,EVE,48,2.08,reference
892a100d117ffff,MD,48,2.08,reference
892a100d117ffff,NIGHT,3,0.09,reference
892a100d117ffff,PM,68,2.96,reference
892a100d11bffff,AM,241,10.6,reference
892a100d11bffff,EARLY,67,2.92,reference
892a100d11bffff,EVE,272,11.97,reference
892a100d11bffff,MD,235,10.34,reference
892a100d11bffff,NIGHT,45,1.94,reference
892a100d11bffff,PM,260,11.44,reference
892a100d123ffff,AM,25,1.06,reference
892a100d123ffff,EARLY,8,0.31,reference
892a100d123ffff,EVE,38,1.63,reference
892a100d123ffff,MD,43,1.86,reference
892a100d123ffff,NIGHT,14,0.57,reference
892a100d123ffff,PM,60,2.61,reference
892a100d127ffff,AM,142,6.23,reference
892a100d127ffff,EARLY,75,3.27,reference
892a100d127ffff,EVE,268,11.79,reference
892a100d127ffff,MD,228,10.03,reference
892a100d127ffff,NIGHT,35,1.5,reference
892a100d127ffff,PM,329,14.49,reference
892a100d12bffff,AM,68,2.96,reference
892a100d12bffff,EARLY,29,1.24,reference
892a100d12bffff,EVE,126,5.52,reference
892a100d12bffff,MD,115,5.04,reference
892a100d12bffff,NIGHT,22,0.93,reference
892a100d12bffff,PM,121,5.3,reference
892a100d133ffff,AM,12,0.49,reference
892a100d133ffff,EARLY,4,0.13,reference
892a100d133ffff,EVE,23,0.97,reference
892a100d133ffff,MD,21,0.88,reference
892a100d133ffff,NIGHT,21,0.88,reference
892a100d133ffff,PM,47,2.03,reference
892a100d137ffff,AM,11,0.44,reference
892a100d137ffff,EARLY,7,0.27,reference
892a100d137ffff,EVE,45,1.94,reference
892a100d137ffff,MD,25,1.06,reference
892a100d137ffff,NIGHT,11,0.44,reference
892a100d137ffff,PM,51,2.21,reference
892a100d13bffff,AM,140,6.14,reference
892a100d13bffff,EARLY,43,1.86,reference
892a100d13bffff,EVE,95,4.15,reference
892a100d13bffff,MD,141,6.18,reference
892a100d13bffff,NIGHT,13,0.53,reference
892a100d13bffff,PM,128,5.61,reference
892a100d143ffff,AM,376,16.56,reference
892a100d143ffff,EARLY,76,3.31,reference
892a100d143ffff,EVE,384,16.92,reference
892a100d143ffff,MD,401,17.67,reference
892a100d143ffff,NIGHT,52,2.25,reference
892a100d143ffff,PM,445,19.61,reference
892a100d147ffff,AM,253,11.13,reference
892a100d147ffff,EARLY,92,4.02,reference
892a100d147ffff,EVE,431,18.99,reference
892a100d147ffff,MD,364,16.03,reference
892a100d147ffff,NIGHT,82,3.58,reference
892a100d147ffff,PM,466,20.54,reference
892a100d14bffff,AM,324,14.27,reference
892a100d14bffff,EARLY,72,3.14,reference
892a100d14bffff,EVE,468,20.63,reference
892a100d14bffff,MD,408,17.98,reference
892a100d14bffff,NIGHT,44,1.9,reference
892a100d14bffff,PM,557,24.56,reference
892a100d14fffff,AM,61,2.65,reference
892a100d14fffff,EARLY,19,0.8,reference
892a100d14fffff,EVE,168,7.38,reference
